Z,DIST
1.579,4506.955
1.580,4508.726
1.581,4510.496
1.582,4512.265
1.583,4514.033
1.584,4515.801
1.585,4517.567
1.586,4519.332
1.587,4521.097
1.588,4522.861
1.589,4524.623
1.590,4526.385
1.591,4528.146
1.592,4529.906
1.593,4531.665
1.594,4533.424
1.595,4535.181
1.596,4536.937
1.597,4538.693
1.598,4540.448
1.599,4542.201
1.600,4543.954
1.601,4545.706
1.602,4547.457
1.603,4549.208
1.604,4550.957
1.605,4552.705
1.606,4554.453
1.607,4556.199
1.608,4557.945
1.609,4559.690
1.610,4561.434
1.611,4563.177
1.612,4564.919
1.613,4566.661
1.614,4568.401
1.615,4570.141
1.616,4571.879
1.617,4573.617
1.618,4575.354
1.619,4577.090
1.620,4578.825
1.621,4580.560
1.622,4582.293
1.623,4584.026
1.624,4585.757
1.625,4587.488
1.626,4589.218
1.627,4590.947
1.628,4592.675
1.629,4594.402
1.630,4596.129
1.631,4597.854
1.632,4599.579
1.633,4601.303
1.634,4603.026
1.635,4604.748
1.636,4606.469
1.637,4608.189
1.638,4609.908
1.639,4611.627
1.640,4613.345
1.641,4615.062
1.642,4616.778
1.643,4618.493
1.644,4620.207
1.645,4621.920
1.646,4623.633
1.647,4625.344
1.648,4627.055
1.649,4628.765
1.650,4630.474
1.651,4632.182
1.652,4633.890
1.653,4635.596
1.654,4637.302
1.655,4639.007
1.656,4640.711
1.657,4642.414
1.658,4644.116
1.659,4645.817
1.660,4647.518
1.661,4649.217
1.662,4650.916
1.663,4652.614
1.664,4654.311
1.665,4656.007
1.666,4657.703
1.667,4659.397
1.668,4661.091
1.669,4662.784
1.670,4664.476
1.671,4666.167
1.672,4667.857
1.673,4669.547
1.674,4671.236
1.675,4672.923
1.676,4674.610
1.677,4676.296
1.678,4677.982
1.679,4679.666
1.680,4681.350
1.681,4683.032
1.682,4684.714
1.683,4686.395
1.684,4688.075
1.685,4689.755
1.686,4691.433
1.687,4693.111
1.688,4694.788
1.689,4696.464
1.690,4698.139
1.691,4699.813
1.692,4701.487
1.693,4703.160
1.694,4704.831
1.695,4706.503
1.696,4708.173
1.697,4709.842
1.698,4711.511
1.699,4713.178
1.700,4714.845
1.701,4716.511
1.702,4718.176
1.703,4719.841
1.704,4721.504
1.705,4723.167
1.706,4724.829
1.707,4726.490
1.708,4728.150
1.709,4729.810
1.710,4731.469
1.711,4733.126
1.712,4734.783
1.713,4736.440
1.714,4738.095
1.715,4739.749
1.716,4741.403
1.717,4743.056
1.718,4744.708
1.719,4746.359
1.720,4748.010
1.721,4749.659
1.722,4751.308
1.723,4752.956
1.724,4754.603
1.725,4756.250
1.726,4757.895
1.727,4759.540
1.728,4761.184
1.729,4762.827
1.730,4764.469
1.731,4766.111
1.732,4767.752
1.733,4769.392
1.734,4771.031
1.735,4772.669
1.736,4774.306
1.737,4775.943
1.738,4777.579
1.739,4779.214
1.740,4780.848
1.741,4782.482
1.742,4784.114
1.743,4785.746
1.744,4787.377
1.745,4789.007
1.746,4790.637
1.747,4792.265
1.748,4793.893
1.749,4795.520
1.750,4797.147
1.751,4798.772
1.752,4800.397
1.753,4802.021
1.754,4803.644
1.755,4805.266
1.756,4806.887
1.757,4808.508
1.758,4810.128
1.759,4811.747
1.760,4813.365
1.761,4814.983
1.762,4816.599
1.763,4818.215
1.764,4819.830
1.765,4821.445
1.766,4823.058
1.767,4824.671
1.768,4826.283
1.769,4827.894
1.770,4829.505
1.771,4831.114
1.772,4832.723
1.773,4834.331
1.774,4835.939
1.775,4837.545
1.776,4839.151
1.777,4840.756
1.778,4842.360
1.779,4843.963
1.780,4845.566
1.781,4847.167
1.782,4848.768
1.783,4850.369
1.784,4851.968
1.785,4853.567
1.786,4855.165
1.787,4856.762
1.788,4858.358
1.789,4859.954
1.790,4861.549
1.791,4863.143
1.792,4864.736
1.793,4866.328
1.794,4867.920
1.795,4869.511
1.796,4871.101
1.797,4872.691
1.798,4874.279
1.799,4875.867
1.800,4877.454
1.801,4879.040
1.802,4880.626
1.803,4882.211
1.804,4883.795
1.805,4885.378
1.806,4886.961
1.807,4888.542
1.808,4890.123
1.809,4891.703
1.810,4893.283
1.811,4894.862
1.812,4896.439
1.813,4898.017
1.814,4899.593
1.815,4901.169
1.816,4902.743
1.817,4904.318
1.818,4905.891
1.819,4907.463
1.820,4909.035
1.821,4910.606
1.822,4912.177
1.823,4913.746
1.824,4915.315
1.825,4916.883
1.826,4918.450
1.827,4920.017
1.828,4921.583
1.829,4923.148
1.830,4924.712
1.831,4926.276
1.832,4927.838
1.833,4929.400
1.834,4930.962
1.835,4932.522
1.836,4934.082
1.837,4935.641
1.838,4937.199
1.839,4938.757
1.840,4940.314
1.841,4941.870
1.842,4943.425
1.843,4944.979
1.844,4946.533
1.845,4948.086
1.846,4949.639
1.847,4951.190
1.848,4952.741
1.849,4954.291
1.850,4955.840
1.851,4957.389
1.852,4958.937
1.853,4960.484
1.854,4962.031
1.855,4963.576
1.856,4965.121
1.857,4966.665
1.858,4968.209
1.859,4969.751
1.860,4971.293
1.861,4972.835
1.862,4974.375
1.863,4975.915
1.864,4977.454
1.865,4978.992
1.866,4980.530
1.867,4982.067
1.868,4983.603
1.869,4985.138
1.870,4986.673
1.871,4988.207
1.872,4989.740
1.873,4991.272
1.874,4992.804
1.875,4994.335
1.876,4995.865
1.877,4997.395
1.878,4998.924
1.879,5000.452
1.880,5001.979
1.881,5003.506
1.882,5005.032
1.883,5006.557
1.884,5008.081
1.885,5009.605
1.886,5011.128
1.887,5012.650
1.888,5014.172
1.889,5015.693
1.890,5017.213
1.891,5018.732
1.892,5020.251
1.893,5021.769
1.894,5023.286
1.895,5024.803
1.896,5026.319
1.897,5027.834
1.898,5029.348
1.899,5030.862
1.900,5032.375
1.901,5033.887
1.902,5035.399
1.903,5036.910
1.904,5038.420
1.905,5039.929
1.906,5041.438
1.907,5042.946
1.908,5044.453
1.909,5045.960
1.910,5047.466
1.911,5048.971
1.912,5050.475
1.913,5051.979
1.914,5053.482
1.915,5054.984
1.916,5056.486
1.917,5057.987
1.918,5059.487
1.919,5060.986
1.920,5062.485
1.921,5063.983
1.922,5065.481
1.923,5066.977
1.924,5068.473
1.925,5069.969
1.926,5071.463
1.927,5072.957
1.928,5074.450
1.929,5075.943
1.930,5077.434
1.931,5078.926
1.932,5080.416
1.933,5081.906
1.934,5083.395
1.935,5084.883
1.936,5086.370
1.937,5087.857
1.938,5089.344
1.939,5090.829
1.940,5092.314
1.941,5093.798
1.942,5095.281
1.943,5096.764
1.944,5098.246
1.945,5099.728
1.946,5101.208
1.947,5102.688
1.948,5104.167
1.949,5105.646
1.950,5107.124
1.951,5108.601
1.952,5110.078
1.953,5111.554
1.954,5113.029
1.955,5114.503
1.956,5115.977
1.957,5117.450
1.958,5118.922
1.959,5120.394
1.960,5121.865
1.961,5123.335
1.962,5124.805
1.963,5126.274
1.964,5127.742
1.965,5129.210
1.966,5130.677
1.967,5132.143
1.968,5133.609
1.969,5135.074
1.970,5136.538
1.971,5138.001
1.972,5139.464
1.973,5140.926
1.974,5142.388
1.975,5143.849
1.976,5145.309
1.977,5146.768
1.978,5148.227
1.979,5149.685
1.980,5151.143
1.981,5152.600
1.982,5154.056
1.983,5155.511
1.984,5156.966
1.985,5158.420
1.986,5159.873
1.987,5161.326
1.988,5162.778
1.989,5164.230
1.990,5165.680
1.991,5167.130
1.992,5168.580
1.993,5170.028
1.994,5171.476
1.995,5172.924
1.996,5174.371
1.997,5175.817
1.998,5177.262
1.999,5178.707
2.000,5180.151
2.001,5181.594
2.002,5183.037
2.003,5184.479
2.004,5185.920
2.005,5187.361
2.006,5188.801
2.007,5190.241
2.008,5191.679
2.009,5193.118
2.010,5194.555
2.011,5195.992
2.012,5197.428
2.013,5198.863
2.014,5200.298
2.015,5201.732
2.016,5203.166
2.017,5204.599
2.018,5206.031
2.019,5207.462
2.020,5208.893
2.021,5210.323
2.022,5211.753
2.023,5213.182
2.024,5214.610
2.025,5216.038
2.026,5217.464
2.027,5218.891
2.028,5220.316
2.029,5221.741
2.030,5223.166
2.031,5224.589
2.032,5226.012
2.033,5227.435
2.034,5228.857
2.035,5230.278
2.036,5231.698
2.037,5233.118
2.038,5234.537
2.039,5235.955
2.040,5237.373
2.041,5238.791
2.042,5240.207
2.043,5241.623
2.044,5243.038
2.045,5244.453
2.046,5245.867
2.047,5247.280
2.048,5248.693
2.049,5250.105
2.050,5251.516
2.051,5252.927
2.052,5254.337
2.053,5255.747
2.054,5257.156
2.055,5258.564
2.056,5259.971
2.057,5261.378
2.058,5262.785
2.059,5264.190
2.060,5265.595
2.061,5267.000
2.062,5268.403
2.063,5269.806
2.064,5271.209
2.065,5272.611
2.066,5274.012
2.067,5275.412
2.068,5276.812
2.069,5278.212
2.070,5279.610
2.071,5281.008
2.072,5282.406
2.073,5283.803
2.074,5285.199
2.075,5286.594
2.076,5287.989
2.077,5289.383
2.078,5290.777
2.079,5292.170
2.080,5293.562
2.081,5294.954
2.082,5296.345
2.083,5297.736
2.084,5299.126
2.085,5300.515
2.086,5301.903
2.087,5303.291
2.088,5304.679
2.089,5306.065
2.090,5307.452
2.091,5308.837
2.092,5310.222
2.093,5311.606
2.094,5312.990
2.095,5314.373
2.096,5315.755
2.097,5317.137
2.098,5318.518
2.099,5319.899
2.100,5321.278
2.101,5322.658
2.102,5324.036
2.103,5325.414
2.104,5326.792
2.105,5328.169
2.106,5329.545
2.107,5330.920
2.108,5332.295
2.109,5333.670
2.110,5335.043
2.111,5336.416
2.112,5337.789
2.113,5339.161
2.114,5340.532
2.115,5341.903
2.116,5343.273
2.117,5344.642
2.118,5346.011
2.119,5347.379
2.120,5348.747
2.121,5350.114
2.122,5351.480
2.123,5352.846
2.124,5354.211
2.125,5355.576
2.126,5356.940
2.127,5358.303
2.128,5359.666
2.129,5361.028
2.130,5362.389
2.131,5363.750
2.132,5365.110
2.133,5366.470
2.134,5367.829
2.135,5369.188
2.136,5370.546
2.137,5371.903
2.138,5373.259
2.139,5374.616
2.140,5375.971
2.141,5377.326
2.142,5378.680
2.143,5380.034
2.144,5381.387
2.145,5382.739
2.146,5384.091
2.147,5385.442
2.148,5386.793
2.149,5388.143
2.150,5389.493
2.151,5390.841
2.152,5392.190
2.153,5393.537
2.154,5394.884
2.155,5396.231
2.156,5397.577
2.157,5398.922
2.158,5400.267
2.159,5401.611
2.160,5402.954
2.161,5404.297
2.162,5405.640
2.163,5406.981
2.164,5408.322
2.165,5409.663
2.166,5411.003
2.167,5412.342
2.168,5413.681
2.169,5415.019
2.170,5416.357
2.171,5417.694
2.172,5419.030
2.173,5420.366
2.174,5421.701
2.175,5423.036
2.176,5424.370
2.177,5425.703
2.178,5427.036
2.179,5428.369
2.180,5429.700
2.181,5431.031
2.182,5432.362
2.183,5433.692
2.184,5435.021
2.185,5436.350
2.186,5437.678
2.187,5439.006
2.188,5440.333
2.189,5441.659
2.190,5442.985
2.191,5444.310
2.192,5445.635
2.193,5446.959
2.194,5448.283
2.195,5449.606
2.196,5450.928
2.197,5452.250
2.198,5453.571
2.199,5454.892
2.200,5456.212
2.201,5457.531
2.202,5458.850
2.203,5460.169
2.204,5461.486
2.205,5462.804
2.206,5464.120
2.207,5465.436
2.208,5466.752
2.209,5468.067
2.210,5469.381
2.211,5470.695
2.212,5472.008
2.213,5473.320
2.214,5474.632
2.215,5475.944
2.216,5477.255
2.217,5478.565
2.218,5479.875
2.219,5481.184
2.220,5482.493
2.221,5483.801
2.222,5485.108
2.223,5486.415
2.224,5487.721
2.225,5489.027
2.226,5490.332
2.227,5491.637
2.228,5492.941
2.229,5494.244
2.230,5495.547
2.231,5496.850
2.232,5498.151
2.233,5499.453
2.234,5500.753
2.235,5502.053
2.236,5503.353
2.237,5504.652
2.238,5505.950
2.239,5507.248
2.240,5508.545
2.241,5509.842
2.242,5511.138
2.243,5512.434
2.244,5513.729
2.245,5515.023
2.246,5516.317
2.247,5517.611
2.248,5518.903
2.249,5520.196
2.250,5521.487
2.251,5522.778
2.252,5524.069
2.253,5525.359
2.254,5526.648
2.255,5527.937
2.256,5529.226
2.257,5530.513
2.258,5531.801
2.259,5533.087
2.260,5534.373
2.261,5535.659
2.262,5536.944
2.263,5538.228
2.264,5539.512
2.265,5540.796
2.266,5542.078
2.267,5543.361
2.268,5544.642
2.269,5545.923
2.270,5547.204
2.271,5548.484
2.272,5549.763
2.273,5551.042
2.274,5552.321
2.275,5553.599
2.276,5554.876
2.277,5556.153
2.278,5557.429
2.279,5558.704
2.280,5559.980
2.281,5561.254
2.282,5562.528
2.283,5563.802
2.284,5565.074
2.285,5566.347
2.286,5567.619
2.287,5568.890
2.288,5570.161
2.289,5571.431
2.290,5572.700
2.291,5573.970
2.292,5575.238
2.293,5576.506
2.294,5577.774
2.295,5579.041
2.296,5580.307
2.297,5581.573
2.298,5582.838
2.299,5584.103
2.300,5585.367
2.301,5586.631
2.302,5587.894
2.303,5589.157
2.304,5590.419
2.305,5591.680
2.306,5592.941
2.307,5594.202
2.308,5595.461
2.309,5596.721
2.310,5597.980
2.311,5599.238
2.312,5600.496
2.313,5601.753
2.314,5603.010
2.315,5604.266
2.316,5605.522
2.317,5606.777
2.318,5608.031
2.319,5609.285
2.320,5610.539
2.321,5611.792
2.322,5613.044
2.323,5614.296
2.324,5615.547
2.325,5616.798
2.326,5618.049
2.327,5619.298
2.328,5620.548
2.329,5621.796
2.330,5623.045
2.331,5624.292
2.332,5625.539
2.333,5626.786
2.334,5628.032
2.335,5629.278
2.336,5630.523
2.337,5631.767
2.338,5633.011
2.339,5634.255
2.340,5635.498
2.341,5636.740
2.342,5637.982
2.343,5639.223
2.344,5640.464
2.345,5641.704
2.346,5642.944
2.347,5644.183
2.348,5645.422
2.349,5646.660
2.350,5647.898
2.351,5649.135
2.352,5650.372
2.353,5651.608
2.354,5652.843
2.355,5654.079
2.356,5655.313
2.357,5656.547
2.358,5657.781
2.359,5659.014
2.360,5660.246
2.361,5661.478
2.362,5662.710
2.363,5663.941
2.364,5665.171
2.365,5666.401
2.366,5667.630
2.367,5668.859
2.368,5670.087
2.369,5671.315
2.370,5672.543
2.371,5673.769
2.372,5674.996
2.373,5676.221
2.374,5677.447
2.375,5678.671
2.376,5679.896
2.377,5681.119
2.378,5682.343
2.379,5683.565
2.380,5684.788
2.381,5686.009
2.382,5687.230
2.383,5688.451
2.384,5689.671
2.385,5690.891
2.386,5692.110
2.387,5693.329
2.388,5694.547
2.389,5695.764
2.390,5696.981
2.391,5698.198
2.392,5699.414
2.393,5700.630
2.394,5701.845
2.395,5703.059
2.396,5704.273
2.397,5705.487
2.398,5706.700
2.399,5707.912
2.400,5709.124
2.401,5710.336
2.402,5711.547
2.403,5712.757
2.404,5713.967
2.405,5715.177
2.406,5716.386
2.407,5717.594
2.408,5718.802
2.409,5720.010
2.410,5721.217
2.411,5722.423
2.412,5723.629
2.413,5724.835
2.414,5726.040
2.415,5727.244
2.416,5728.448
2.417,5729.652
2.418,5730.855
2.419,5732.057
2.420,5733.259
2.421,5734.461
2.422,5735.662
2.423,5736.862
2.424,5738.062
2.425,5739.262
2.426,5740.461
2.427,5741.659
2.428,5742.857
2.429,5744.055
2.430,5745.252
2.431,5746.448
2.432,5747.644
2.433,5748.840
2.434,5750.035
2.435,5751.230
2.436,5752.424
2.437,5753.617
2.438,5754.810
2.439,5756.003
2.440,5757.195
2.441,5758.387
2.442,5759.578
2.443,5760.768
2.444,5761.958
2.445,5763.148
2.446,5764.337
2.447,5765.526
2.448,5766.714
2.449,5767.902
2.450,5769.089
2.451,5770.276
2.452,5771.462
2.453,5772.648
2.454,5773.833
2.455,5775.018
2.456,5776.202
2.457,5777.386
2.458,5778.569
2.459,5779.752
2.460,5780.934
2.461,5782.116
2.462,5783.297
2.463,5784.478
2.464,5785.659
2.465,5786.838
2.466,5788.018
2.467,5789.197
2.468,5790.375
2.469,5791.553
2.470,5792.731
2.471,5793.908
2.472,5795.084
2.473,5796.260
2.474,5797.436
2.475,5798.611
2.476,5799.785
2.477,5800.960
2.478,5802.133
2.479,5803.306
2.480,5804.479
2.481,5805.651
2.482,5806.823
2.483,5807.994
2.484,5809.165
2.485,5810.335
2.486,5811.505
2.487,5812.674
2.488,5813.843
2.489,5815.012
2.490,5816.180
2.491,5817.347
2.492,5818.514
2.493,5819.680
2.494,5820.846
2.495,5822.012
2.496,5823.177
2.497,5824.342
2.498,5825.506
2.499,5826.669
2.500,5827.833
2.501,5828.995
2.502,5830.157
2.503,5831.319
2.504,5832.480
2.505,5833.641
2.506,5834.802
2.507,5835.961
2.508,5837.121
2.509,5838.280
2.510,5839.438
2.511,5840.596
2.512,5841.754
2.513,5842.911
2.514,5844.067
2.515,5845.223
2.516,5846.379
2.517,5847.534
2.518,5848.689
2.519,5849.843
2.520,5850.997
2.521,5852.150
2.522,5853.303
2.523,5854.455
2.524,5855.607
2.525,5856.759
2.526,5857.910
2.527,5859.060
2.528,5860.210
2.529,5861.360
2.530,5862.509
2.531,5863.658
2.532,5864.806
2.533,5865.954
2.534,5867.101
2.535,5868.248
2.536,5869.394
2.537,5870.540
2.538,5871.685
2.539,5872.830
2.540,5873.975
2.541,5875.119
2.542,5876.262
2.543,5877.405
2.544,5878.548
2.545,5879.690
2.546,5880.832
2.547,5881.973
2.548,5883.114
2.549,5884.254
2.550,5885.394
2.551,5886.534
2.552,5887.673
2.553,5888.811
2.554,5889.949
2.555,5891.087
2.556,5892.224
2.557,5893.361
2.558,5894.497
2.559,5895.633
2.560,5896.768
2.561,5897.903
2.562,5899.037
2.563,5900.171
2.564,5901.305
2.565,5902.438
2.566,5903.571
2.567,5904.703
2.568,5905.834
2.569,5906.966
2.570,5908.097
2.571,5909.227
2.572,5910.357
2.573,5911.486
2.574,5912.615
2.575,5913.744
2.576,5914.872
2.577,5915.999
2.578,5917.127
2.579,5918.253
2.580,5919.380
2.581,5920.506
2.582,5921.631
2.583,5922.756
2.584,5923.880
2.585,5925.004
2.586,5926.128
2.587,5927.251
2.588,5928.374
2.589,5929.496
2.590,5930.618
2.591,5931.739
2.592,5932.860
2.593,5933.981
2.594,5935.101
2.595,5936.220
2.596,5937.340
2.597,5938.458
2.598,5939.577
2.599,5940.694
2.600,5941.812
2.601,5942.929
2.602,5944.045
2.603,5945.161
2.604,5946.277
2.605,5947.392
2.606,5948.507
2.607,5949.621
2.608,5950.735
2.609,5951.848
2.610,5952.961
2.611,5954.074
2.612,5955.186
2.613,5956.297
2.614,5957.408
2.615,5958.519
2.616,5959.629
2.617,5960.739
2.618,5961.849
2.619,5962.958
2.620,5964.066
2.621,5965.174
2.622,5966.282
2.623,5967.389
2.624,5968.496
2.625,5969.603
2.626,5970.708
2.627,5971.814
2.628,5972.919
2.629,5974.024
2.630,5975.128
2.631,5976.232
2.632,5977.335
2.633,5978.438
2.634,5979.540
2.635,5980.642
2.636,5981.744
2.637,5982.845
2.638,5983.946
2.639,5985.046
2.640,5986.146
2.641,5987.245
2.642,5988.344
2.643,5989.443
2.644,5990.541
2.645,5991.639
2.646,5992.736
2.647,5993.833
2.648,5994.929
2.649,5996.025
2.650,5997.121
2.651,5998.216
2.652,5999.310
2.653,6000.405
2.654,6001.498
2.655,6002.592
2.656,6003.685
2.657,6004.777
2.658,6005.870
2.659,6006.961
2.660,6008.052
2.661,6009.143
2.662,6010.234
2.663,6011.324
2.664,6012.413
2.665,6013.502
2.666,6014.591
2.667,6015.679
2.668,6016.767
2.669,6017.855
2.670,6018.942
2.671,6020.028
2.672,6021.114
2.673,6022.200
2.674,6023.285
2.675,6024.370
2.676,6025.455
2.677,6026.539
2.678,6027.622
2.679,6028.706
2.680,6029.788
2.681,6030.871
2.682,6031.953
2.683,6033.034
2.684,6034.115
2.685,6035.196
2.686,6036.276
2.687,6037.356
2.688,6038.435
2.689,6039.514
2.690,6040.593
2.691,6041.671
2.692,6042.749
2.693,6043.826
2.694,6044.903
2.695,6045.979
2.696,6047.056
2.697,6048.131
2.698,6049.206
2.699,6050.281
2.700,6051.356
2.701,6052.430
2.702,6053.503
2.703,6054.576
2.704,6055.649
2.705,6056.721
2.706,6057.793
2.707,6058.865
2.708,6059.936
2.709,6061.006
2.710,6062.077
2.711,6063.146
2.712,6064.216
2.713,6065.285
2.714,6066.353
2.715,6067.422
2.716,6068.489
2.717,6069.557
2.718,6070.624
2.719,6071.690
2.720,6072.756
2.721,6073.822
2.722,6074.887
2.723,6075.952
2.724,6077.017
2.725,6078.081
2.726,6079.144
2.727,6080.208
2.728,6081.270
2.729,6082.333
2.730,6083.395
2.731,6084.456
2.732,6085.518
2.733,6086.578
2.734,6087.639
2.735,6088.699
2.736,6089.758
2.737,6090.818
2.738,6091.876
2.739,6092.935
2.740,6093.993
2.741,6095.050
2.742,6096.107
2.743,6097.164
2.744,6098.220
2.745,6099.276
2.746,6100.332
2.747,6101.387
2.748,6102.441
2.749,6103.496
2.750,6104.550
2.751,6105.603
2.752,6106.656
2.753,6107.709
2.754,6108.761
2.755,6109.813
2.756,6110.865
2.757,6111.916
2.758,6112.966
2.759,6114.017
2.760,6115.066
2.761,6116.116
2.762,6117.165
2.763,6118.214
2.764,6119.262
2.765,6120.310
2.766,6121.357
2.767,6122.404
2.768,6123.451
2.769,6124.497
2.770,6125.543
2.771,6126.588
2.772,6127.634
2.773,6128.678
2.774,6129.722
2.775,6130.766
2.776,6131.810
2.777,6132.853
2.778,6133.896
2.779,6134.938
2.780,6135.980
2.781,6137.021
2.782,6138.062
2.783,6139.103
2.784,6140.143
2.785,6141.183
2.786,6142.223
2.787,6143.262
2.788,6144.301
2.789,6145.339
2.790,6146.377
2.791,6147.414
2.792,6148.452
2.793,6149.488
2.794,6150.525
2.795,6151.561
2.796,6152.596
2.797,6153.631
2.798,6154.666
2.799,6155.701
2.800,6156.735
2.801,6157.768
2.802,6158.801
2.803,6159.834
2.804,6160.867
2.805,6161.899
2.806,6162.930
2.807,6163.962
2.808,6164.993
2.809,6166.023
2.810,6167.053
2.811,6168.083
2.812,6169.112
2.813,6170.141
2.814,6171.170
2.815,6172.198
2.816,6173.226
2.817,6174.253
2.818,6175.280
2.819,6176.307
2.820,6177.333
2.821,6178.359
2.822,6179.384
2.823,6180.409
2.824,6181.434
2.825,6182.458
2.826,6183.482
2.827,6184.506
2.828,6185.529
2.829,6186.551
2.830,6187.574
2.831,6188.596
2.832,6189.617
2.833,6190.639
2.834,6191.659
2.835,6192.680
2.836,6193.700
2.837,6194.720
2.838,6195.739
2.839,6196.758
2.840,6197.776
2.841,6198.795
2.842,6199.812
2.843,6200.830
2.844,6201.847
2.845,6202.863
2.846,6203.880
2.847,6204.895
2.848,6205.911
2.849,6206.926
2.850,6207.941
2.851,6208.955
2.852,6209.969
2.853,6210.983
2.854,6211.996
2.855,6213.009
2.856,6214.021
2.857,6215.033
2.858,6216.045
2.859,6217.056
2.860,6218.067
2.861,6219.078
2.862,6220.088
2.863,6221.098
2.864,6222.107
2.865,6223.116
2.866,6224.125
2.867,6225.133
2.868,6226.141
2.869,6227.149
2.870,6228.156
2.871,6229.163
2.872,6230.169
2.873,6231.175
2.874,6232.181
2.875,6233.186
2.876,6234.191
2.877,6235.195
2.878,6236.200
2.879,6237.203
2.880,6238.207
2.881,6239.210
2.882,6240.213
2.883,6241.215
2.884,6242.217
2.885,6243.218
2.886,6244.220
2.887,6245.220
2.888,6246.221
2.889,6247.221
2.890,6248.221
2.891,6249.220
2.892,6250.219
2.893,6251.218
2.894,6252.216
2.895,6253.214
2.896,6254.211
2.897,6255.208
2.898,6256.205
2.899,6257.201
2.900,6258.197
2.901,6259.193
2.902,6260.188
2.903,6261.183
2.904,6262.178
2.905,6263.172
2.906,6264.166
2.907,6265.159
2.908,6266.152
2.909,6267.145
2.910,6268.137
2.911,6269.129
2.912,6270.121
2.913,6271.112
2.914,6272.103
2.915,6273.093
2.916,6274.084
2.917,6275.073
2.918,6276.063
2.919,6277.052
2.920,6278.041
2.921,6279.029
2.922,6280.017
2.923,6281.004
2.924,6281.992
2.925,6282.978
2.926,6283.965
2.927,6284.951
2.928,6285.937
2.929,6286.922
2.930,6287.907
2.931,6288.892
2.932,6289.876
2.933,6290.860
2.934,6291.844
2.935,6292.827
2.936,6293.810
2.937,6294.793
2.938,6295.775
2.939,6296.757
2.940,6297.738
2.941,6298.719
2.942,6299.700
2.943,6300.680
2.944,6301.660
2.945,6302.640
2.946,6303.619
2.947,6304.598
2.948,6305.577
2.949,6306.555
2.950,6307.533
2.951,6308.510
2.952,6309.487
2.953,6310.464
2.954,6311.440
2.955,6312.417
2.956,6313.392
2.957,6314.368
2.958,6315.343
2.959,6316.317
2.960,6317.292
2.961,6318.265
2.962,6319.239
2.963,6320.212
2.964,6321.185
2.965,6322.158
2.966,6323.130
2.967,6324.102
2.968,6325.073
2.969,6326.044
2.970,6327.015
2.971,6327.985
2.972,6328.955
2.973,6329.925
2.974,6330.894
2.975,6331.863
2.976,6332.832
2.977,6333.800
2.978,6334.768
2.979,6335.736
2.980,6336.703
2.981,6337.670
2.982,6338.636
2.983,6339.602
2.984,6340.568
2.985,6341.534
2.986,6342.499
2.987,6343.463
2.988,6344.428
2.989,6345.392
2.990,6346.356
2.991,6347.319
2.992,6348.282
2.993,6349.245
2.994,6350.207
2.995,6351.169
2.996,6352.130
2.997,6353.092
2.998,6354.053
2.999,6355.013
3.000,6355.973
3.001,6356.933
3.002,6357.893
3.003,6358.852
3.004,6359.811
3.005,6360.769
3.006,6361.728
3.007,6362.685
3.008,6363.643
3.009,6364.600
3.010,6365.557
3.011,6366.513
3.012,6367.469
3.013,6368.425
3.014,6369.380
3.015,6370.335
3.016,6371.290
3.017,6372.244
3.018,6373.198
3.019,6374.152
3.020,6375.105
3.021,6376.058
3.022,6377.011
3.023,6377.963
3.024,6378.915
3.025,6379.867
3.026,6380.818
3.027,6381.769
3.028,6382.719
3.029,6383.670
3.030,6384.619
3.031,6385.569
3.032,6386.518
3.033,6387.467
3.034,6388.416
3.035,6389.364
3.036,6390.312
3.037,6391.259
3.038,6392.206
3.039,6393.153
3.040,6394.100
3.041,6395.046
3.042,6395.992
3.043,6396.937
3.044,6397.882
3.045,6398.827
3.046,6399.771
3.047,6400.715
3.048,6401.659
3.049,6402.603
3.050,6403.546
3.051,6404.489
3.052,6405.431
3.053,6406.373
3.054,6407.315
3.055,6408.256
3.056,6409.197
3.057,6410.138
3.058,6411.078
3.059,6412.019
3.060,6412.958
3.061,6413.898
3.062,6414.837
3.063,6415.775
3.064,6416.714
3.065,6417.652
3.066,6418.590
3.067,6419.527
3.068,6420.464
3.069,6421.401
3.070,6422.337
3.071,6423.273
3.072,6424.209
3.073,6425.144
3.074,6426.079
3.075,6427.014
3.076,6427.948
3.077,6428.883
3.078,6429.816
3.079,6430.750
3.080,6431.683
3.081,6432.615
3.082,6433.548
3.083,6434.480
3.084,6435.412
3.085,6436.343
3.086,6437.274
3.087,6438.205
3.088,6439.135
3.089,6440.065
3.090,6440.995
3.091,6441.925
3.092,6442.854
3.093,6443.782
3.094,6444.711
3.095,6445.639
3.096,6446.567
3.097,6447.494
3.098,6448.421
3.099,6449.348
3.100,6450.275
3.101,6451.201
3.102,6452.127
3.103,6453.052
3.104,6453.977
3.105,6454.902
3.106,6455.826
3.107,6456.751
3.108,6457.674
3.109,6458.598
3.110,6459.521
3.111,6460.444
3.112,6461.367
3.113,6462.289
3.114,6463.211
3.115,6464.132
3.116,6465.054
3.117,6465.974
3.118,6466.895
3.119,6467.815
3.120,6468.735
3.121,6469.655
3.122,6470.574
3.123,6471.493
3.124,6472.412
3.125,6473.330
3.126,6474.248
3.127,6475.166
3.128,6476.083
3.129,6477.000
3.130,6477.917
3.131,6478.833
3.132,6479.749
