Z,DIST
3.133,6480.665
3.134,6481.581
3.135,6482.496
3.136,6483.410
3.137,6484.325
3.138,6485.239
3.139,6486.153
3.140,6487.066
3.141,6487.980
3.142,6488.892
3.143,6489.805
3.144,6490.717
3.145,6491.629
3.146,6492.541
3.147,6493.452
3.148,6494.363
3.149,6495.273
3.150,6496.184
3.151,6497.094
3.152,6498.003
3.153,6498.913
3.154,6499.822
3.155,6500.730
3.156,6501.639
3.157,6502.547
3.158,6503.455
3.159,6504.362
3.160,6505.269
3.161,6506.176
3.162,6507.083
3.163,6507.989
3.164,6508.895
3.165,6509.800
3.166,6510.705
3.167,6511.610
3.168,6512.515
3.169,6513.419
3.170,6514.323
3.171,6515.227
3.172,6516.130
3.173,6517.033
3.174,6517.936
3.175,6518.838
3.176,6519.740
3.177,6520.642
3.178,6521.544
3.179,6522.445
3.180,6523.345
3.181,6524.246
3.182,6525.146
3.183,6526.046
3.184,6526.946
3.185,6527.845
3.186,6528.744
3.187,6529.642
3.188,6530.541
3.189,6531.439
3.190,6532.337
3.191,6533.234
3.192,6534.131
3.193,6535.028
3.194,6535.924
3.195,6536.820
3.196,6537.716
3.197,6538.612
3.198,6539.507
3.199,6540.402
3.200,6541.296
3.201,6542.191
3.202,6543.085
3.203,6543.978
3.204,6544.872
3.205,6545.765
3.206,6546.657
3.207,6547.550
3.208,6548.442
3.209,6549.334
3.210,6550.225
3.211,6551.117
3.212,6552.007
3.213,6552.898
3.214,6553.788
3.215,6554.678
3.216,6555.568
3.217,6556.457
3.218,6557.346
3.219,6558.235
3.220,6559.123
3.221,6560.012
3.222,6560.899
3.223,6561.787
3.224,6562.674
3.225,6563.561
3.226,6564.448
3.227,6565.334
3.228,6566.220
3.229,6567.106
3.230,6567.991
3.231,6568.876
3.232,6569.761
3.233,6570.645
3.234,6571.529
3.235,6572.413
3.236,6573.297
3.237,6574.180
3.238,6575.063
3.239,6575.946
3.240,6576.828
3.241,6577.710
3.242,6578.592
3.243,6579.473
3.244,6580.354
3.245,6581.235
3.246,6582.116
3.247,6582.996
3.248,6583.876
3.249,6584.755
3.250,6585.635
3.251,6586.514
3.252,6587.392
3.253,6588.271
3.254,6589.149
3.255,6590.027
3.256,6590.904
3.257,6591.782
3.258,6592.658
3.259,6593.535
3.260,6594.411
3.261,6595.287
3.262,6596.163
3.263,6597.039
3.264,6597.914
3.265,6598.788
3.266,6599.663
3.267,6600.537
3.268,6601.411
3.269,6602.285
3.270,6603.158
3.271,6604.031
3.272,6604.904
3.273,6605.776
3.274,6606.648
3.275,6607.520
3.276,6608.392
3.277,6609.263
3.278,6610.134
3.279,6611.005
3.280,6611.875
3.281,6612.745
3.282,6613.615
3.283,6614.484
3.284,6615.353
3.285,6616.222
3.286,6617.091
3.287,6617.959
3.288,6618.827
3.289,6619.695
3.290,6620.562
3.291,6621.429
3.292,6622.296
3.293,6623.163
3.294,6624.029
3.295,6624.895
3.296,6625.761
3.297,6626.626
3.298,6627.491
3.299,6628.356
3.300,6629.220
3.301,6630.084
3.302,6630.948
3.303,6631.812
3.304,6632.675
3.305,6633.538
3.306,6634.401
3.307,6635.263
3.308,6636.125
3.309,6636.987
3.310,6637.849
3.311,6638.710
3.312,6639.571
3.313,6640.432
3.314,6641.292
3.315,6642.152
3.316,6643.012
3.317,6643.871
3.318,6644.731
3.319,6645.590
3.320,6646.448
3.321,6647.306
3.322,6648.165
3.323,6649.022
3.324,6649.880
3.325,6650.737
3.326,6651.594
3.327,6652.450
3.328,6653.307
3.329,6654.163
3.330,6655.019
3.331,6655.874
3.332,6656.729
3.333,6657.584
3.334,6658.439
3.335,6659.293
3.336,6660.147
3.337,6661.001
3.338,6661.854
3.339,6662.707
3.340,6663.560
3.341,6664.413
3.342,6665.265
3.343,6666.117
3.344,6666.969
3.345,6667.820
3.346,6668.671
3.347,6669.522
3.348,6670.373
3.349,6671.223
3.350,6672.073
3.351,6672.923
3.352,6673.772
3.353,6674.622
3.354,6675.470
3.355,6676.319
3.356,6677.167
3.357,6678.015
3.358,6678.863
3.359,6679.711
3.360,6680.558
3.361,6681.405
3.362,6682.251
3.363,6683.098
3.364,6683.944
3.365,6684.789
3.366,6685.635
3.367,6686.480
3.368,6687.325
3.369,6688.170
3.370,6689.014
3.371,6689.858
3.372,6690.702
3.373,6691.545
3.374,6692.388
3.375,6693.231
3.376,6694.074
3.377,6694.916
3.378,6695.758
3.379,6696.600
3.380,6697.442
3.381,6698.283
3.382,6699.124
3.383,6699.965
3.384,6700.805
3.385,6701.645
3.386,6702.485
3.387,6703.325
3.388,6704.164
3.389,6705.003
3.390,6705.842
3.391,6706.680
3.392,6707.518
3.393,6708.356
3.394,6709.194
3.395,6710.031
3.396,6710.868
3.397,6711.705
3.398,6712.542
3.399,6713.378
3.400,6714.214
3.401,6715.049
3.402,6715.885
3.403,6716.720
3.404,6717.555
3.405,6718.389
3.406,6719.224
3.407,6720.058
3.408,6720.891
3.409,6721.725
3.410,6722.558
3.411,6723.391
3.412,6724.224
3.413,6725.056
3.414,6725.888
3.415,6726.720
3.416,6727.551
3.417,6728.383
3.418,6729.214
3.419,6730.044
3.420,6730.875
3.421,6731.705
3.422,6732.535
3.423,6733.364
3.424,6734.194
3.425,6735.023
3.426,6735.852
3.427,6736.680
3.428,6737.508
3.429,6738.336
3.430,6739.164
3.431,6739.991
3.432,6740.819
3.433,6741.645
3.434,6742.472
3.435,6743.298
3.436,6744.124
3.437,6744.950
3.438,6745.776
3.439,6746.601
3.440,6747.426
3.441,6748.251
3.442,6749.075
3.443,6749.899
3.444,6750.723
3.445,6751.547
3.446,6752.370
3.447,6753.193
3.448,6754.016
3.449,6754.839
3.450,6755.661
3.451,6756.483
3.452,6757.305
3.453,6758.126
3.454,6758.947
3.455,6759.768
3.456,6760.589
3.457,6761.409
3.458,6762.229
3.459,6763.049
3.460,6763.869
3.461,6764.688
3.462,6765.507
3.463,6766.326
3.464,6767.144
3.465,6767.963
3.466,6768.780
3.467,6769.598
3.468,6770.416
3.469,6771.233
3.470,6772.050
3.471,6772.866
3.472,6773.683
3.473,6774.499
3.474,6775.315
3.475,6776.130
3.476,6776.945
3.477,6777.760
3.478,6778.575
3.479,6779.390
3.480,6780.204
3.481,6781.018
3.482,6781.832
3.483,6782.645
3.484,6783.458
3.485,6784.271
3.486,6785.084
3.487,6785.896
3.488,6786.708
3.489,6787.520
3.490,6788.332
3.491,6789.143
3.492,6789.954
3.493,6790.765
3.494,6791.575
3.495,6792.386
3.496,6793.196
3.497,6794.005
3.498,6794.815
3.499,6795.624
3.500,6796.433
3.501,6797.242
3.502,6798.050
3.503,6798.858
3.504,6799.666
3.505,6800.474
3.506,6801.281
3.507,6802.088
3.508,6802.895
3.509,6803.702
3.510,6804.508
3.511,6805.314
3.512,6806.120
3.513,6806.925
3.514,6807.731
3.515,6808.536
3.516,6809.340
3.517,6810.145
3.518,6810.949
3.519,6811.753
3.520,6812.557
3.521,6813.360
3.522,6814.163
3.523,6814.966
3.524,6815.769
3.525,6816.571
3.526,6817.374
3.527,6818.175
3.528,6818.977
3.529,6819.778
3.530,6820.580
3.531,6821.380
3.532,6822.181
3.533,6822.981
3.534,6823.781
3.535,6824.581
3.536,6825.381
3.537,6826.180
3.538,6826.979
3.539,6827.778
3.540,6828.577
3.541,6829.375
3.542,6830.173
3.543,6830.971
3.544,6831.768
3.545,6832.565
3.546,6833.362
3.547,6834.159
3.548,6834.956
3.549,6835.752
3.550,6836.548
3.551,6837.343
3.552,6838.139
3.553,6838.934
3.554,6839.729
3.555,6840.524
3.556,6841.318
3.557,6842.112
3.558,6842.906
3.559,6843.700
3.560,6844.493
3.561,6845.287
3.562,6846.079
3.563,6846.872
3.564,6847.664
3.565,6848.457
3.566,6849.248
3.567,6850.040
3.568,6850.832
3.569,6851.623
3.570,6852.414
3.571,6853.204
3.572,6853.994
3.573,6854.785
3.574,6855.574
3.575,6856.364
3.576,6857.153
3.577,6857.943
3.578,6858.731
3.579,6859.520
3.580,6860.308
3.581,6861.096
3.582,6861.884
3.583,6862.672
3.584,6863.459
3.585,6864.246
3.586,6865.033
3.587,6865.820
3.588,6866.606
3.589,6867.392
3.590,6868.178
3.591,6868.963
3.592,6869.749
3.593,6870.534
3.594,6871.319
3.595,6872.103
3.596,6872.888
3.597,6873.672
3.598,6874.456
3.599,6875.239
3.600,6876.022
3.601,6876.806
3.602,6877.588
3.603,6878.371
3.604,6879.153
3.605,6879.935
3.606,6880.717
3.607,6881.499
3.608,6882.280
3.609,6883.061
3.610,6883.842
3.611,6884.623
3.612,6885.403
3.613,6886.183
3.614,6886.963
3.615,6887.743
3.616,6888.522
3.617,6889.301
3.618,6890.080
3.619,6890.858
3.620,6891.637
3.621,6892.415
3.622,6893.193
3.623,6893.970
3.624,6894.748
3.625,6895.525
3.626,6896.302
3.627,6897.078
3.628,6897.855
3.629,6898.631
3.630,6899.407
3.631,6900.183
3.632,6900.958
3.633,6901.733
3.634,6902.508
3.635,6903.283
3.636,6904.057
3.637,6904.831
3.638,6905.605
3.639,6906.379
3.640,6907.152
3.641,6907.926
3.642,6908.699
3.643,6909.471
3.644,6910.244
3.645,6911.016
3.646,6911.788
3.647,6912.560
3.648,6913.331
3.649,6914.103
3.650,6914.874
3.651,6915.644
3.652,6916.415
3.653,6917.185
3.654,6917.955
3.655,6918.725
3.656,6919.495
3.657,6920.264
3.658,6921.033
3.659,6921.802
3.660,6922.570
3.661,6923.339
3.662,6924.107
3.663,6924.875
3.664,6925.642
3.665,6926.410
3.666,6927.177
3.667,6927.944
3.668,6928.710
3.669,6929.477
3.670,6930.243
3.671,6931.009
3.672,6931.775
3.673,6932.540
3.674,6933.305
3.675,6934.070
3.676,6934.835
3.677,6935.600
3.678,6936.364
3.679,6937.128
3.680,6937.892
3.681,6938.655
3.682,6939.418
3.683,6940.181
3.684,6940.944
3.685,6941.707
3.686,6942.469
3.687,6943.231
3.688,6943.993
3.689,6944.755
3.690,6945.516
3.691,6946.277
3.692,6947.038
3.693,6947.799
3.694,6948.559
3.695,6949.320
3.696,6950.080
3.697,6950.839
3.698,6951.599
3.699,6952.358
3.700,6953.117
3.701,6953.876
3.702,6954.634
3.703,6955.393
3.704,6956.151
3.705,6956.909
3.706,6957.666
3.707,6958.423
3.708,6959.181
3.709,6959.938
3.710,6960.694
3.711,6961.451
3.712,6962.207
3.713,6962.963
3.714,6963.718
3.715,6964.474
3.716,6965.229
3.717,6965.984
3.718,6966.739
3.719,6967.493
3.720,6968.248
3.721,6969.002
3.722,6969.756
3.723,6970.509
3.724,6971.263
3.725,6972.016
3.726,6972.769
3.727,6973.521
3.728,6974.274
3.729,6975.026
3.730,6975.778
3.731,6976.530
3.732,6977.281
3.733,6978.032
3.734,6978.783
3.735,6979.534
3.736,6980.285
3.737,6981.035
3.738,6981.785
3.739,6982.535
3.740,6983.285
3.741,6984.034
3.742,6984.783
3.743,6985.532
3.744,6986.281
3.745,6987.029
3.746,6987.778
3.747,6988.526
3.748,6989.273
3.749,6990.021
3.750,6990.768
3.751,6991.515
3.752,6992.262
3.753,6993.009
3.754,6993.755
3.755,6994.501
3.756,6995.247
3.757,6995.993
3.758,6996.738
3.759,6997.484
3.760,6998.229
3.761,6998.973
3.762,6999.718
3.763,7000.462
3.764,7001.206
3.765,7001.950
3.766,7002.694
3.767,7003.437
3.768,7004.181
3.769,7004.923
3.770,7005.666
3.771,7006.409
3.772,7007.151
3.773,7007.893
3.774,7008.635
3.775,7009.376
3.776,7010.118
3.777,7010.859
3.778,7011.600
3.779,7012.340
3.780,7013.081
3.781,7013.821
3.782,7014.561
3.783,7015.301
3.784,7016.040
3.785,7016.780
3.786,7017.519
3.787,7018.258
3.788,7018.996
3.789,7019.735
3.790,7020.473
3.791,7021.211
3.792,7021.948
3.793,7022.686
3.794,7023.423
3.795,7024.160
3.796,7024.897
3.797,7025.634
3.798,7026.370
3.799,7027.106
3.800,7027.842
3.801,7028.578
3.802,7029.313
3.803,7030.048
3.804,7030.783
3.805,7031.518
3.806,7032.253
3.807,7032.987
3.808,7033.721
3.809,7034.455
3.810,7035.189
3.811,7035.922
3.812,7036.655
3.813,7037.388
3.814,7038.121
3.815,7038.854
3.816,7039.586
3.817,7040.318
3.818,7041.050
3.819,7041.782
3.820,7042.513
3.821,7043.244
3.822,7043.975
3.823,7044.706
3.824,7045.437
3.825,7046.167
3.826,7046.897
3.827,7047.627
3.828,7048.357
3.829,7049.086
3.830,7049.815
3.831,7050.544
3.832,7051.273
3.833,7052.001
3.834,7052.730
3.835,7053.458
3.836,7054.186
3.837,7054.913
3.838,7055.641
3.839,7056.368
3.840,7057.095
3.841,7057.822
3.842,7058.548
3.843,7059.275
3.844,7060.001
3.845,7060.727
3.846,7061.452
3.847,7062.178
3.848,7062.903
3.849,7063.628
3.850,7064.353
3.851,7065.077
3.852,7065.802
3.853,7066.526
3.854,7067.250
3.855,7067.973
3.856,7068.697
3.857,7069.420
3.858,7070.143
3.859,7070.866
3.860,7071.589
3.861,7072.311
3.862,7073.033
3.863,7073.755
3.864,7074.477
3.865,7075.198
3.866,7075.920
3.867,7076.641
3.868,7077.362
3.869,7078.082
3.870,7078.803
3.871,7079.523
3.872,7080.243
3.873,7080.963
3.874,7081.682
3.875,7082.401
3.876,7083.121
3.877,7083.839
3.878,7084.558
3.879,7085.277
3.880,7085.995
3.881,7086.713
3.882,7087.431
3.883,7088.148
3.884,7088.866
3.885,7089.583
3.886,7090.300
3.887,7091.017
3.888,7091.733
3.889,7092.449
3.890,7093.165
3.891,7093.881
3.892,7094.597
3.893,7095.312
3.894,7096.028
3.895,7096.743
3.896,7097.457
3.897,7098.172
3.898,7098.886
3.899,7099.601
3.900,7100.314
3.901,7101.028
3.902,7101.742
3.903,7102.455
3.904,7103.168
3.905,7103.881
3.906,7104.594
3.907,7105.306
3.908,7106.018
3.909,7106.730
3.910,7107.442
3.911,7108.154
3.912,7108.865
3.913,7109.576
3.914,7110.287
3.915,7110.998
3.916,7111.708
3.917,7112.419
3.918,7113.129
3.919,7113.839
3.920,7114.548
3.921,7115.258
3.922,7115.967
3.923,7116.676
3.924,7117.385
3.925,7118.094
3.926,7118.802
3.927,7119.510
3.928,7120.218
3.929,7120.926
3.930,7121.633
3.931,7122.341
3.932,7123.048
3.933,7123.755
3.934,7124.462
3.935,7125.168
3.936,7125.874
3.937,7126.580
3.938,7127.286
3.939,7127.992
3.940,7128.697
3.941,7129.403
3.942,7130.108
3.943,7130.813
3.944,7131.517
3.945,7132.222
3.946,7132.926
3.947,7133.630
3.948,7134.334
3.949,7135.037
3.950,7135.740
3.951,7136.444
3.952,7137.147
3.953,7137.849
3.954,7138.552
3.955,7139.254
3.956,7139.956
3.957,7140.658
3.958,7141.360
3.959,7142.061
3.960,7142.762
3.961,7143.464
3.962,7144.164
3.963,7144.865
3.964,7145.565
3.965,7146.266
3.966,7146.966
3.967,7147.666
3.968,7148.365
3.969,7149.065
3.970,7149.764
3.971,7150.463
3.972,7151.161
3.973,7151.860
3.974,7152.558
3.975,7153.257
3.976,7153.955
3.977,7154.652
3.978,7155.350
3.979,7156.047
3.980,7156.744
3.981,7157.441
3.982,7158.138
3.983,7158.834
3.984,7159.531
3.985,7160.227
3.986,7160.923
3.987,7161.618
3.988,7162.314
3.989,7163.009
3.990,7163.704
3.991,7164.399
3.992,7165.094
3.993,7165.788
3.994,7166.482
3.995,7167.176
3.996,7167.870
3.997,7168.564
3.998,7169.257
3.999,7169.951
4.000,7170.644
4.001,7171.336
4.002,7172.029
4.003,7172.721
4.004,7173.414
4.005,7174.106
4.006,7174.797
4.007,7175.489
4.008,7176.180
4.009,7176.872
4.010,7177.563
4.011,7178.253
4.012,7178.944
4.013,7179.634
4.014,7180.325
4.015,7181.014
4.016,7181.704
4.017,7182.394
4.018,7183.083
4.019,7183.772
4.020,7184.461
4.021,7185.150
4.022,7185.839
4.023,7186.527
4.024,7187.215
4.025,7187.903
4.026,7188.591
4.027,7189.278
4.028,7189.966
4.029,7190.653
4.030,7191.340
4.031,7192.027
4.032,7192.713
4.033,7193.399
4.034,7194.086
4.035,7194.772
4.036,7195.457
4.037,7196.143
4.038,7196.828
4.039,7197.513
4.040,7198.198
4.041,7198.883
4.042,7199.567
4.043,7200.252
4.044,7200.936
4.045,7201.620
4.046,7202.304
4.047,7202.987
4.048,7203.670
4.049,7204.354
4.050,7205.037
4.051,7205.719
4.052,7206.402
4.053,7207.084
4.054,7207.766
4.055,7208.448
4.056,7209.130
4.057,7209.812
4.058,7210.493
4.059,7211.174
4.060,7211.855
4.061,7212.536
4.062,7213.216
4.063,7213.897
4.064,7214.577
4.065,7215.257
4.066,7215.937
4.067,7216.616
4.068,7217.295
4.069,7217.975
4.070,7218.654
4.071,7219.332
4.072,7220.011
4.073,7220.689
4.074,7221.368
4.075,7222.046
4.076,7222.723
4.077,7223.401
4.078,7224.078
4.079,7224.755
4.080,7225.432
4.081,7226.109
4.082,7226.786
4.083,7227.462
4.084,7228.139
4.085,7228.815
4.086,7229.490
4.087,7230.166
4.088,7230.841
4.089,7231.517
4.090,7232.192
4.091,7232.867
4.092,7233.541
4.093,7234.216
4.094,7234.890
4.095,7235.564
4.096,7236.238
4.097,7236.912
4.098,7237.585
4.099,7238.258
4.100,7238.931
4.101,7239.604
4.102,7240.277
4.103,7240.950
4.104,7241.622
4.105,7242.294
4.106,7242.966
4.107,7243.638
4.108,7244.309
4.109,7244.981
4.110,7245.652
4.111,7246.323
4.112,7246.993
4.113,7247.664
4.114,7248.334
4.115,7249.005
4.116,7249.675
4.117,7250.344
4.118,7251.014
4.119,7251.683
4.120,7252.353
4.121,7253.022
4.122,7253.690
4.123,7254.359
4.124,7255.028
4.125,7255.696
4.126,7256.364
4.127,7257.032
4.128,7257.699
4.129,7258.367
4.130,7259.034
4.131,7259.701
4.132,7260.368
4.133,7261.035
4.134,7261.701
4.135,7262.368
4.136,7263.034
4.137,7263.700
4.138,7264.366
4.139,7265.031
4.140,7265.697
4.141,7266.362
4.142,7267.027
4.143,7267.692
4.144,7268.356
4.145,7269.021
4.146,7269.685
4.147,7270.349
4.148,7271.013
4.149,7271.677
4.150,7272.340
4.151,7273.003
4.152,7273.666
4.153,7274.329
4.154,7274.992
4.155,7275.655
4.156,7276.317
4.157,7276.979
4.158,7277.641
4.159,7278.303
4.160,7278.964
4.161,7279.626
4.162,7280.287
4.163,7280.948
4.164,7281.609
4.165,7282.269
4.166,7282.930
4.167,7283.590
4.168,7284.250
4.169,7284.910
4.170,7285.570
4.171,7286.229
4.172,7286.889
4.173,7287.548
4.174,7288.207
4.175,7288.865
4.176,7289.524
4.177,7290.182
4.178,7290.841
4.179,7291.499
4.180,7292.156
4.181,7292.814
4.182,7293.471
4.183,7294.129
4.184,7294.786
4.185,7295.443
4.186,7296.099
4.187,7296.756
4.188,7297.412
4.189,7298.068
4.190,7298.724
4.191,7299.380
4.192,7300.036
4.193,7300.691
4.194,7301.346
4.195,7302.001
4.196,7302.656
4.197,7303.311
4.198,7303.965
4.199,7304.619
4.200,7305.274
4.201,7305.927
4.202,7306.581
4.203,7307.235
4.204,7307.888
4.205,7308.541
4.206,7309.194
4.207,7309.847
4.208,7310.500
4.209,7311.152
4.210,7311.804
4.211,7312.456
4.212,7313.108
4.213,7313.760
4.214,7314.411
4.215,7315.063
4.216,7315.714
4.217,7316.365
4.218,7317.015
4.219,7317.666
4.220,7318.316
4.221,7318.967
4.222,7319.617
4.223,7320.267
4.224,7320.916
4.225,7321.566
4.226,7322.215
4.227,7322.864
4.228,7323.513
4.229,7324.162
4.230,7324.810
4.231,7325.459
4.232,7326.107
4.233,7326.755
4.234,7327.403
4.235,7328.050
4.236,7328.698
4.237,7329.345
4.238,7329.992
4.239,7330.639
4.240,7331.286
4.241,7331.932
4.242,7332.579
4.243,7333.225
4.244,7333.871
4.245,7334.517
4.246,7335.162
4.247,7335.808
4.248,7336.453
4.249,7337.098
4.250,7337.743
4.251,7338.388
4.252,7339.032
4.253,7339.677
4.254,7340.321
4.255,7340.965
4.256,7341.609
4.257,7342.252
4.258,7342.896
4.259,7343.539
4.260,7344.182
4.261,7344.825
4.262,7345.468
4.263,7346.111
4.264,7346.753
4.265,7347.395
4.266,7348.037
4.267,7348.679
4.268,7349.321
4.269,7349.962
4.270,7350.603
4.271,7351.245
4.272,7351.886
4.273,7352.526
4.274,7353.167
4.275,7353.807
4.276,7354.448
4.277,7355.088
4.278,7355.727
4.279,7356.367
4.280,7357.007
4.281,7357.646
4.282,7358.285
4.283,7358.924
4.284,7359.563
4.285,7360.202
4.286,7360.840
4.287,7361.478
4.288,7362.116
4.289,7362.754
4.290,7363.392
4.291,7364.029
4.292,7364.667
4.293,7365.304
4.294,7365.941
4.295,7366.578
4.296,7367.215
4.297,7367.851
4.298,7368.487
4.299,7369.123
4.300,7369.759
4.301,7370.395
4.302,7371.031
4.303,7371.666
4.304,7372.301
4.305,7372.937
4.306,7373.571
4.307,7374.206
4.308,7374.841
4.309,7375.475
4.310,7376.109
4.311,7376.743
4.312,7377.377
4.313,7378.011
4.314,7378.644
4.315,7379.277
4.316,7379.911
4.317,7380.544
4.318,7381.176
4.319,7381.809
4.320,7382.441
4.321,7383.074
4.322,7383.706
4.323,7384.338
4.324,7384.969
4.325,7385.601
4.326,7386.232
4.327,7386.863
4.328,7387.494
4.329,7388.125
4.330,7388.756
4.331,7389.386
4.332,7390.017
4.333,7390.647
4.334,7391.277
4.335,7391.907
4.336,7392.536
4.337,7393.166
4.338,7393.795
4.339,7394.424
4.340,7395.053
4.341,7395.682
4.342,7396.310
4.343,7396.939
4.344,7397.567
4.345,7398.195
4.346,7398.823
4.347,7399.451
4.348,7400.078
4.349,7400.706
4.350,7401.333
4.351,7401.960
4.352,7402.587
4.353,7403.213
4.354,7403.840
4.355,7404.466
4.356,7405.092
4.357,7405.718
4.358,7406.344
4.359,7406.970
4.360,7407.595
4.361,7408.220
4.362,7408.845
4.363,7409.470
4.364,7410.095
4.365,7410.720
4.366,7411.344
4.367,7411.968
4.368,7412.593
4.369,7413.216
4.370,7413.840
4.371,7414.464
4.372,7415.087
4.373,7415.710
4.374,7416.333
4.375,7416.956
4.376,7417.579
4.377,7418.202
4.378,7418.824
4.379,7419.446
4.380,7420.068
4.381,7420.690
4.382,7421.312
4.383,7421.933
4.384,7422.555
4.385,7423.176
4.386,7423.797
4.387,7424.418
4.388,7425.038
4.389,7425.659
4.390,7426.279
4.391,7426.899
4.392,7427.519
4.393,7428.139
4.394,7428.759
4.395,7429.378
4.396,7429.997
4.397,7430.617
4.398,7431.236
4.399,7431.854
4.400,7432.473
4.401,7433.091
4.402,7433.710
4.403,7434.328
4.404,7434.946
4.405,7435.564
4.406,7436.181
4.407,7436.799
4.408,7437.416
4.409,7438.033
4.410,7438.650
4.411,7439.267
4.412,7439.883
4.413,7440.500
4.414,7441.116
4.415,7441.732
4.416,7442.348
4.417,7442.964
4.418,7443.579
4.419,7444.195
4.420,7444.810
4.421,7445.425
4.422,7446.040
4.423,7446.655
4.424,7447.269
4.425,7447.884
4.426,7448.498
4.427,7449.112
4.428,7449.726
4.429,7450.340
4.430,7450.953
4.431,7451.567
4.432,7452.180
4.433,7452.793
4.434,7453.406
4.435,7454.019
4.436,7454.631
4.437,7455.244
4.438,7455.856
4.439,7456.468
4.440,7457.080
4.441,7457.692
4.442,7458.303
4.443,7458.915
4.444,7459.526
4.445,7460.137
4.446,7460.748
4.447,7461.359
4.448,7461.969
4.449,7462.580
4.450,7463.190
4.451,7463.800
4.452,7464.410
4.453,7465.020
4.454,7465.629
4.455,7466.239
4.456,7466.848
4.457,7467.457
4.458,7468.066
4.459,7468.675
4.460,7469.283
4.461,7469.892
4.462,7470.500
4.463,7471.108
4.464,7471.716
4.465,7472.324
4.466,7472.932
4.467,7473.539
4.468,7474.146
4.469,7474.753
4.470,7475.360
4.471,7475.967
4.472,7476.574
4.473,7477.180
4.474,7477.787
4.475,7478.393
4.476,7478.999
4.477,7479.604
4.478,7480.210
4.479,7480.816
4.480,7481.421
4.481,7482.026
4.482,7482.631
4.483,7483.236
4.484,7483.841
4.485,7484.445
4.486,7485.049
4.487,7485.654
4.488,7486.258
4.489,7486.861
4.490,7487.465
4.491,7488.069
4.492,7488.672
4.493,7489.275
4.494,7489.878
4.495,7490.481
4.496,7491.084
4.497,7491.686
4.498,7492.289
4.499,7492.891
4.500,7493.493
4.501,7494.095
4.502,7494.697
4.503,7495.298
4.504,7495.900
4.505,7496.501
4.506,7497.102
4.507,7497.703
4.508,7498.304
4.509,7498.904
4.510,7499.505
4.511,7500.105
4.512,7500.705
4.513,7501.305
4.514,7501.905
4.515,7502.505
4.516,7503.104
4.517,7503.703
4.518,7504.303
4.519,7504.902
4.520,7505.500
4.521,7506.099
4.522,7506.698
4.523,7507.296
4.524,7507.894
4.525,7508.492
4.526,7509.090
4.527,7509.688
4.528,7510.285
4.529,7510.883
4.530,7511.480
4.531,7512.077
4.532,7512.674
4.533,7513.271
4.534,7513.867
4.535,7514.464
4.536,7515.060
4.537,7515.656
4.538,7516.252
4.539,7516.848
4.540,7517.444
4.541,7518.039
4.542,7518.634
4.543,7519.230
4.544,7519.825
4.545,7520.419
4.546,7521.014
4.547,7521.609
4.548,7522.203
4.549,7522.797
4.550,7523.391
4.551,7523.985
4.552,7524.579
4.553,7525.173
4.554,7525.766
4.555,7526.359
4.556,7526.952
4.557,7527.545
4.558,7528.138
4.559,7528.731
4.560,7529.323
4.561,7529.915
4.562,7530.508
4.563,7531.100
4.564,7531.692
4.565,7532.283
4.566,7532.875
4.567,7533.466
4.568,7534.057
4.569,7534.648
4.570,7535.239
4.571,7535.830
4.572,7536.421
4.573,7537.011
4.574,7537.601
4.575,7538.191
4.576,7538.781
4.577,7539.371
4.578,7539.961
4.579,7540.550
4.580,7541.140
4.581,7541.729
4.582,7542.318
4.583,7542.907
4.584,7543.495
4.585,7544.084
4.586,7544.672
4.587,7545.261
4.588,7545.849
4.589,7546.437
4.590,7547.024
4.591,7547.612
4.592,7548.200
4.593,7548.787
4.594,7549.374
4.595,7549.961
4.596,7550.548
4.597,7551.135
4.598,7551.721
4.599,7552.307
4.600,7552.894
4.601,7553.480
4.602,7554.066
4.603,7554.651
4.604,7555.237
4.605,7555.822
4.606,7556.408
4.607,7556.993
4.608,7557.578
4.609,7558.163
4.610,7558.747
4.611,7559.332
4.612,7559.916
4.613,7560.500
4.614,7561.084
4.615,7561.668
4.616,7562.252
4.617,7562.836
4.618,7563.419
4.619,7564.002
4.620,7564.586
4.621,7565.169
4.622,7565.751
4.623,7566.334
4.624,7566.917
4.625,7567.499
4.626,7568.081
4.627,7568.663
4.628,7569.245
4.629,7569.827
4.630,7570.409
4.631,7570.990
4.632,7571.571
4.633,7572.152
4.634,7572.733
4.635,7573.314
4.636,7573.895
4.637,7574.475
4.638,7575.056
4.639,7575.636
4.640,7576.216
4.641,7576.796
4.642,7577.376
4.643,7577.955
4.644,7578.535
4.645,7579.114
4.646,7579.693
4.647,7580.272
4.648,7580.851
4.649,7581.430
4.650,7582.009
4.651,7582.587
4.652,7583.165
4.653,7583.743
4.654,7584.321
4.655,7584.899
4.656,7585.477
4.657,7586.054
4.658,7586.632
4.659,7587.209
4.660,7587.786
4.661,7588.363
4.662,7588.939
4.663,7589.516
4.664,7590.092
4.665,7590.669
4.666,7591.245
4.667,7591.821
4.668,7592.397
4.669,7592.972
4.670,7593.548
4.671,7594.123
4.672,7594.699
4.673,7595.274
4.674,7595.849
4.675,7596.423
4.676,7596.998
4.677,7597.572
4.678,7598.147
4.679,7598.721
4.680,7599.295
4.681,7599.869
4.682,7600.443
4.683,7601.016
4.684,7601.590
4.685,7602.163
4.686,7602.736
