pgc,Nest,Dist,DM,eD,C,T,L,M,S,N,H,F,RAJ,DeJ,Glon,Glat,SGL,SGB,Ty,Asfd,Btot,Ks,Vhel,Vgsr,Vls,Vcmb,Vmod,Name,Icnt,2Mass,Ndgp,Dgp,DMgp,eDgp,NV,Lgp,Bgp,SGLgp,SGBgp,Tgp,S_B,S_K,Vhgp,Vggp,Vlsgp,Vcgp,Vmgp,Vrms,GroupName
7059,200689,47.21,33.37,0.20,,,,,,,H,,015413.5,+180606.1,143.2699,-42.2770,318.1045,-8.6064,6,0.23,14.80,0.00,4946,5046,5107,4666,4724,UGC01369,0,0,1,47.21,33.37,0.20,1,143.2699,-42.2770,318.1045,-8.6064,6,14.80,0.00,4946,5046,5107,4666,4724,0,
7066,200003,69.82,34.22,0.20,,,,,,,H,,015419.8,+363747.1,136.7640,-24.5469,335.5284,-2.0728,6,0.34,14.66,10.38,5107,5253,5325,4856,4918,UGC01366,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
7069,201112,85.90,34.67,0.20,,,,,,,H,,015422.1,-491538.0,278.4096,-64.7636,249.1301,-21.4710,5,0.10,15.47,12.34,5935,5823,5807,5787,5876,ESO197-011,0,3766,1,85.90,34.67,0.20,4,278.6858,-64.7798,249.0741,-21.3630,5,0.00,8.82,6181,6069,6053,6032,6128,187,
7072,200259,51.76,33.57,0.20,,,,,,,H,,015424.0,+052517.3,150.3325,-54.0669,305.8910,-12.7072,4,0.17,15.43,0.00,4948,5009,5060,4665,4723,UGC01373,0,0,1,51.76,33.57,0.20,1,150.3325,-54.0669,305.8910,-12.7072,4,15.43,0.00,4948,5009,5060,4665,4723,0,
7073,0,76.91,34.43,0.20,,,,,,,H,,015431.2,+174027.6,143.5495,-42.6578,317.7215,-8.8167,3,0.23,15.38,0.00,6907,7005,7066,6627,6743,UGC01372,0,0,1,76.91,34.43,0.20,1,143.5495,-42.6578,317.7215,-8.8167,3,15.38,0.00,6907,7005,7066,6627,6743,0,
7082,0,46.34,33.33,0.20,,,,,,,H,,015434.7,+165157.7,143.9335,-43.4159,316.9556,-9.1013,5,0.19,16.32,0.00,5118,5213,5274,4837,4899,UGC01374,0,0,1,46.34,33.33,0.20,1,143.9335,-43.4159,316.9556,-9.1013,5,16.32,0.00,5118,5213,5274,4837,4899,0,
7088,0,80.54,34.53,0.20,,,,,,,H,,015437.5,+170431.6,143.8519,-43.2147,317.1591,-9.0415,6,0.19,17.48,0.00,4763,4859,4920,4483,4536,UGC01377,0,0,1,80.54,34.53,0.20,1,143.8519,-43.2147,317.1591,-9.0415,6,17.48,0.00,4763,4859,4920,4483,4536,0,
7096,200259,82.04,34.57,0.20,,,,,,,H,,015441.0,+060205.3,150.0159,-53.4781,306.5125,-12.5893,6,0.24,15.59,0.00,5242,5305,5356,4959,5024,UGC01383,0,0,1,82.04,34.57,0.20,1,150.0159,-53.4781,306.5125,-12.5893,6,15.59,0.00,5242,5305,5356,4959,5024,0,
7097,209725,55.98,33.74,0.20,,,,,,,H,,015445.5,+392300.6,136.0634,-21.8682,338.1232,-1.1442,4,0.20,14.16,10.90,5597,5749,5821,5353,5429,NGC00721,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
7111,200003,59.70,33.88,0.25,,,,,,,,F,015453.9,+365504.1,136.8003,-24.2390,335.8382,-2.0735,1,0.35,14.00,10.71,5593,5739,5811,5343,5419,UGC01385,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
7116,209144,143.88,35.79,0.20,,,,,,,H,,015454.3,+004840.3,154.1443,-58.1616,301.3949,-14.1723,3,0.14,15.38,11.52,8201,8247,8293,7921,8086,AGC110626,0,0,1,143.88,35.79,0.20,1,154.1443,-58.1616,301.3949,-14.1723,3,15.38,11.52,8201,8247,8293,7921,8086,0,
7124,200003,49.43,33.47,0.20,,,,,,,H,,015457.6,+372034.6,136.6894,-23.8259,336.2386,-1.9294,4,0.30,16.05,0.00,4601,4748,4820,4352,4402,UGC01380,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
7125,200003,66.07,34.10,0.20,,,,,,,H,,015458.2,+352515.1,137.2592,-25.6765,334.4497,-2.6346,3,0.29,15.27,0.00,4636,4779,4851,4382,4433,AGC110621,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
7135,200259,73.45,34.33,0.20,,,,,,,H,,015506.9,+052225.0,150.6425,-54.0373,305.8986,-12.8915,5,0.17,15.36,0.00,5498,5559,5609,5216,5288,AGC110635,0,0,1,73.45,34.33,0.20,1,150.6425,-54.0373,305.8986,-12.8915,5,15.36,0.00,5498,5559,5609,5216,5288,0,
7139,200003,48.75,33.44,0.22,,,,,,,,F,015510.2,+351655.0,137.3445,-25.7997,334.3346,-2.7232,-1,0.28,13.61,9.00,5359,5502,5573,5105,5174,IC0171,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
7150,210108,90.36,34.78,0.20,,,,,,,H,,015515.8,+100048.7,147.7088,-49.7628,310.4262,-11.4936,6,0.37,15.40,10.86,5905,5980,6035,5623,5707,UGC01391,0,0,1,90.36,34.78,0.20,1,147.7088,-49.7628,310.4262,-11.4936,6,15.40,10.86,5905,5980,6035,5623,5707,0,
7221,0,109.65,35.20,0.20,,,,,,,H,,015603.2,+173154.1,144.0823,-42.6708,317.7105,-9.2086,5,0.22,16.14,0.00,8205,8302,8363,7926,8092,AGC110649,0,0,1,109.65,35.20,0.20,1,144.0823,-42.6708,317.7105,-9.2086,5,16.14,0.00,8205,8302,8363,7926,8092,0,
7229,0,106.17,35.13,0.20,,,,,,,H,,015608.8,+173828.4,144.0609,-42.5601,317.8226,-9.1926,4,0.23,15.14,0.00,11356,11453,11514,11078,11401,UGC01403,0,0,1,106.17,35.13,0.20,1,144.0609,-42.5601,317.8226,-9.1926,4,15.14,0.00,11356,11453,11514,11078,11401,0,
7235,200259,70.47,34.24,0.20,,,,,,,H,,015611.1,+064441.3,150.1003,-52.6777,307.3220,-12.7286,-2,0.29,14.65,11.16,5085,5149,5201,4804,4865,UGC01407,0,0,1,70.47,34.24,0.20,1,150.1003,-52.6777,307.3220,-12.7286,-2,14.65,11.16,5085,5149,5201,4804,4865,0,
7243,200438,98.63,34.97,0.20,,,,,,,H,,015616.9,+043849.2,151.6193,-54.5724,305.2770,-13.3862,6,0.20,15.54,11.15,4980,5038,5087,4700,4758,UGC01410,0,0,1,98.63,34.97,0.20,1,151.6193,-54.5724,305.2770,-13.3862,6,15.54,11.15,4980,5038,5087,4700,4758,0,
7246,0,126.47,35.51,0.20,,,,,,,H,,015615.3,+130956.8,146.2934,-46.7448,313.5473,-10.7089,6,0.25,15.96,0.00,7665,7749,7806,7384,7528,UGC01408,0,0,1,126.47,35.51,0.20,1,146.2934,-46.7448,313.5473,-10.7089,6,15.96,0.00,7665,7749,7806,7384,7528,0,
7254,200003,77.62,34.45,0.20,,,,,,,H,,015621.1,+372707.8,136.9479,-23.6464,336.4420,-2.1459,6,0.27,16.03,0.00,4965,5112,5184,4717,4776,UGC01405,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
7262,212210,21.09,31.62,0.20,,,,,,,H,,015622.6,-090341.9,166.3109,-66.3000,291.5942,-17.1048,3,0.10,13.10,10.39,1639,1652,1687,1372,1377,AGC410401,898,0,1,21.09,31.62,0.20,2,169.8855,-65.1450,291.9381,-18.9699,6,13.00,10.38,1602,1609,1643,1343,1348,63,"7262  AGC410401"
7263,200003,58.61,33.84,0.20,,,,,,,H,,015623.8,+371257.3,137.0276,-23.8714,336.2256,-2.2418,3,0.36,16.18,0.00,4467,4613,4685,4219,4266,UGC01404,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
7281,0,160.69,36.03,0.20,,,,,,,H,,015642.7,+174238.5,144.2007,-42.4492,317.9352,-9.2954,8,0.22,0.00,0.00,11442,11539,11600,11164,11492,UGC01417,0,0,1,160.69,36.03,0.20,1,144.2007,-42.4492,317.9352,-9.2954,8,0.00,0.00,11442,11539,11600,11164,11492,0,
7292,211583,71.12,34.26,0.20,,,,,,,H,,015643.5,+150052.6,145.4963,-44.9775,315.3605,-10.2064,2,0.25,14.91,11.27,4675,4764,4823,4396,4447,UGC01420,0,0,1,71.12,34.26,0.20,1,145.4963,-44.9775,315.3605,-10.2064,2,14.91,11.27,4675,4764,4823,4396,4447,0,
7298,210309,88.31,34.73,0.20,,,,,,,H,,015644.5,-435821.3,269.2030,-68.6329,254.8215,-21.8596,3,0.06,14.28,10.96,5757,5659,5649,5589,5672,ESO245-010,0,0,1,88.31,34.73,0.20,1,269.2030,-68.6329,254.8215,-21.8596,3,14.28,10.96,5757,5659,5649,5589,5672,0,
7299,204897,194.09,36.44,0.09,,,,,,N,,,015648.4,-001245.3,155.8732,-58.8389,300.5181,-14.9168,2,0.14,16.30,0.00,13626,13668,13712,13349,13816,PGC007299,0,0,1,194.09,36.44,0.09,1,155.8732,-58.8389,300.5181,-14.9168,2,16.30,0.00,13626,13668,13712,13349,13816,0,
7306,211661,55.46,33.72,0.20,,,,,,,H,,015653.3,-020108.7,157.6783,-60.3978,298.7245,-15.4333,5,0.13,14.70,11.26,4445,4481,4523,4170,4216,UGC01426,0,0,1,55.46,33.72,0.20,1,157.6783,-60.3978,298.7245,-15.4333,5,14.70,11.26,4445,4481,4523,4170,4216,0,
7324,0,28.31,32.26,0.20,,,,,,,H,,015659.1,-114650.0,171.1782,-68.2718,288.8573,-17.8782,8,0.09,14.50,0.00,1856,1859,1891,1594,1601,PG0007324,897,0,5,24.10,31.91,0.08,8,174.1346,-67.6886,288.6745,-19.1259,4,10.91,7.19,1797,1796,1826,1542,1548,153,"6983      N0720"
7328,209684,105.68,35.12,0.20,,,,,,,H,,015705.3,-002805.8,156.2328,-59.0282,300.2841,-15.0553,6,0.13,15.57,11.07,6686,6727,6771,6410,6519,UGC01429,0,0,1,105.68,35.12,0.20,1,156.2328,-59.0282,300.2841,-15.0553,6,15.57,11.07,6686,6727,6771,6410,6519,0,
7341,202482,108.64,35.18,0.20,,,,,,,H,,015709.8,+143259.5,145.8716,-45.3743,314.9505,-10.4610,1,0.21,14.73,10.70,7927,8015,8073,7648,7802,IC1755,0,0,1,108.64,35.18,0.20,1,145.8716,-45.3743,314.9505,-10.4610,1,14.73,10.70,7927,8015,8073,7648,7802,0,
7354,200438,68.87,34.19,0.20,,,,,,,H,,015720.6,+042054.3,152.2540,-54.7270,305.0652,-13.7273,5,0.20,16.27,0.00,4851,4907,4956,4572,4627,AGC110684,0,0,1,68.87,34.19,0.20,1,152.2540,-54.7270,305.0652,-13.7273,5,16.27,0.00,4851,4907,4956,4572,4627,0,
7366,210175,89.95,34.77,0.20,,,,,,,H,,015730.5,-092744.4,167.4793,-66.4361,291.2572,-17.4713,3,0.10,14.51,10.68,5378,5389,5423,5113,5182,AGC410408,0,3959,1,89.95,34.77,0.20,3,167.2141,-66.4095,291.3265,-17.3865,3,0.00,10.08,5327,5338,5372,5061,5129,94,AGC410408
7393,210365,75.86,34.40,0.20,,,,,,,H,,015748.6,-331423.0,240.0549,-74.4332,266.3690,-21.4854,5,0.09,14.24,11.04,5654,5587,5591,5448,5526,AGC021494,0,0,1,75.86,34.40,0.20,1,240.0549,-74.4332,266.3690,-21.4854,5,14.24,11.04,5654,5587,5591,5448,5526,0,
7397,200003,65.16,34.07,0.09,,,,,,N,,F,015750.4,+362034.8,137.5966,-24.6306,335.5219,-2.8345,-5,0.38,13.84,9.21,4647,4790,4862,4398,4449,NGC0759,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
7402,0,134.90,35.65,0.20,,,,,,,H,,015758.8,-380110.2,255.0594,-72.2965,261.2419,-21.8698,5,0.10,14.95,12.10,11114,11032,11030,10924,11238,ESO297-036,0,0,1,134.90,35.65,0.20,1,255.0594,-72.2965,261.2419,-21.8698,5,14.95,12.10,11114,11032,11030,10924,11238,0,
7405,200003,52.72,33.61,0.23,,,,,,,,F,015759.9,+365504.1,137.4536,-24.0698,336.0676,-2.6492,-3,0.33,15.85,0.00,5245,5390,5461,4997,5063,PGC007405,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
7406,211737,82.04,34.57,0.20,,,,,,,H,,015759.9,+042342.2,152.4732,-54.6137,305.1609,-13.8697,3,0.23,15.66,11.57,4777,4833,4882,4499,4553,UGC01444,0,0,1,82.04,34.57,0.20,1,152.4732,-54.6137,305.1609,-13.8697,3,15.66,11.57,4777,4833,4882,4499,4553,0,
7407,206545,147.91,35.85,0.20,,,,,,,H,,015800.6,-353421.2,247.8102,-73.5027,263.8721,-21.7171,3,0.06,14.72,11.01,9921,9847,9848,9723,9972,ESO354-019,0,0,1,147.91,35.85,0.20,1,247.8102,-73.5027,263.8721,-21.7171,3,14.72,11.01,9921,9847,9848,9723,9972,0,
7420,210421,78.34,34.47,0.20,,,,,,,H,,015808.5,+020352.0,154.3988,-56.6760,302.8737,-14.5893,6,0.13,15.08,11.26,6287,6335,6382,6010,6105,UGC01448,0,0,1,78.34,34.47,0.20,1,154.3988,-56.6760,302.8737,-14.5893,6,15.08,11.26,6287,6335,6382,6010,6105,0,
7427,202812,88.72,34.74,0.20,,,,,,,H,,015812.9,-393240.8,258.9880,-71.3849,259.6023,-21.9932,5,0.09,14.51,11.23,5534,5448,5444,5350,5426,ESO297-037,0,3942,1,88.72,34.74,0.20,3,258.7556,-71.4334,259.6981,-21.9947,5,0.00,10.36,5571,5485,5481,5387,5464,83,ESO297-037
7445,200377,47.86,33.40,0.20,,,,,,,H,,015830.1,+252136.0,141.5056,-35.0813,325.3199,-7.0032,3,0.52,14.19,9.91,4921,5038,5104,4653,4710,UGC01451,0,4226,3,61.66,33.95,0.12,4,141.9778,-35.5145,324.9011,-7.4073,3,0.00,8.61,5008,5123,5189,4741,4800,98,
7465,201209,79.80,34.51,0.20,,,,,,,H,,015840.9,+003145.4,155.9695,-57.9630,301.3915,-15.1580,3,0.14,14.29,10.84,7010,7052,7097,6734,6854,NGC0768,0,0,1,79.80,34.51,0.20,1,155.9695,-57.9630,301.3915,-15.1580,3,14.29,10.84,7010,7052,7097,6734,6854,0,
7478,200259,70.15,34.23,0.20,,,,,,,H,,015853.3,+053538.0,151.9216,-53.4390,306.4061,-13.7199,6,0.18,16.22,0.00,5829,5888,5938,5551,5632,UGC01461,0,0,1,70.15,34.23,0.20,1,151.9216,-53.4390,306.4061,-13.7199,6,16.22,0.00,5829,5888,5938,5551,5632,0,
7485,0,37.67,32.88,0.20,,,,,,,H,,015851.9,-080945.0,166.1374,-65.2103,292.6655,-17.4874,4,0.12,14.05,0.00,4789,4803,4838,4523,4577,PGC007485,0,0,1,37.67,32.88,0.20,1,166.1374,-65.2103,292.6655,-17.4874,4,14.05,0.00,4789,4803,4838,4523,4577,0,
7488,200003,59.43,33.87,0.25,,,,,,,,F,015854.9,+364029.0,137.7214,-24.2515,335.9108,-2.9103,2,0.37,14.06,10.20,4841,4984,5056,4594,4650,IC0178,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
7504,200003,70.79,34.25,0.20,,,,,,,H,,015906.6,+360346.9,137.9544,-24.8267,335.3581,-3.1770,6,0.42,15.26,10.82,5466,5608,5680,5217,5289,UGC01459,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
7506,200377,52.48,33.60,0.20,,,,,,,H,,015909.5,+252308.3,141.6678,-35.0101,325.3981,-7.1324,6,0.53,15.62,0.00,5070,5186,5252,4803,4864,UGC01462,0,0,1,52.48,33.60,0.20,1,141.6678,-35.0101,325.3981,-7.1324,6,15.62,0.00,5070,5186,5252,4803,4864,0,
7533,209641,46.56,33.34,0.20,,,,,,,H,,015930.9,+135637.4,146.9456,-45.7298,314.5620,-11.2002,7,0.27,15.49,0.00,4609,4693,4751,4332,4382,UGC01468,0,0,1,46.56,33.34,0.20,1,146.9456,-45.7298,314.5620,-11.2002,7,15.49,0.00,4609,4693,4751,4332,4382,0,
7537,210861,55.72,33.73,0.20,,,,,,,H,,015936.0,+305435.8,139.7619,-29.7242,330.6041,-5.1983,5,0.22,13.34,10.50,4427,4557,4626,4169,4215,NGC00769,0,0,1,55.72,33.73,0.20,1,139.7619,-29.7242,330.6041,-5.1983,5,13.34,10.50,4427,4557,4626,4169,4215,0,
7544,211728,20.23,31.53,0.20,,,,,,,H,,015942.5,-055750.0,163.4914,-63.3248,294.9500,-17.1465,3,0.12,11.96,8.11,1393,1414,1452,1125,1128,NGC000779,893,0,1,20.23,31.53,0.20,2,164.6907,-63.0524,295.0014,-17.7524,6,11.84,8.10,1379,1398,1435,1114,1117,24,"7544  NGC000779"
7562,200377,69.82,34.22,0.20,,,,,,,H,,015955.2,+241844.0,142.2915,-35.9717,324.4516,-7.6817,1,0.46,15.79,11.65,5089,5202,5267,4821,4883,AGC110720,0,0,1,69.82,34.22,0.20,1,142.2915,-35.9717,324.4516,-7.6817,1,15.79,11.65,5089,5202,5267,4821,4883,0,
7578,0,160.69,36.03,0.20,,,,,,,H,,020010.1,-352437.4,246.6412,-73.1756,264.0804,-22.1437,4,0.05,15.59,0.00,10454,10379,10380,10257,10534,ESO354-024,0,0,1,160.69,36.03,0.20,1,246.6412,-73.1756,264.0804,-22.1437,4,15.59,0.00,10454,10379,10380,10257,10534,0,
7594,200377,83.18,34.60,0.20,,,,,,,H,,020019.1,+242825.4,142.3322,-35.7898,324.6364,-7.7074,3,0.43,14.71,10.42,4929,5042,5108,4662,4720,UGC01479,0,4226,3,61.66,33.95,0.12,4,141.9778,-35.5145,324.9011,-7.4073,3,0.00,8.61,5008,5123,5189,4741,4800,98,
7602,201127,56.23,33.75,0.20,,,,,,,H,,020023.8,+210629.9,143.7595,-38.9584,321.4675,-8.9299,3,0.40,14.62,10.80,4855,4959,5022,4584,4640,UGC01485,0,4225,1,56.23,33.75,0.20,4,142.8620,-39.1899,321.2175,-8.2394,3,0.00,9.22,4897,5003,5067,4623,4680,39,
7603,200377,58.88,33.85,0.20,,,,,,,H,,020023.4,+243450.0,142.3084,-35.6833,324.7430,-7.6840,3,0.49,14.57,10.87,5066,5179,5245,4799,4860,IC1764,0,4226,3,61.66,33.95,0.12,4,141.9778,-35.5145,324.9011,-7.4073,3,0.00,8.61,5008,5123,5189,4741,4800,98,
7645,202706,78.34,34.47,0.20,,,,,,,H,,020054.9,-315511.6,234.7006,-74.1663,267.8479,-22.0166,3,0.08,15.51,11.68,5485,5420,5426,5277,5351,IC1769,0,0,1,78.34,34.47,0.20,1,234.7006,-74.1663,267.8479,-22.0166,3,15.51,11.68,5485,5420,5426,5277,5351,0,
7646,202520,52.48,33.60,0.20,,,,,,,H,,020055.1,+381237.9,137.6589,-22.6658,337.4850,-2.6964,2,0.24,14.09,10.03,4147,4293,4365,3905,3945,UGC01493,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
7649,211508,63.10,34.00,0.20,,,,,,,H,,020058.9,+081840.1,150.7978,-50.7593,309.2297,-13.3714,4,0.34,14.73,11.24,4727,4793,4845,4451,4503,UGC01498,0,0,1,63.10,34.00,0.20,1,150.7978,-50.7593,309.2297,-13.3714,4,14.73,11.24,4727,4793,4845,4451,4503,0,
7663,202901,34.20,32.67,0.20,,,,,,,H,,020112.1,+194030.5,144.6300,-40.2390,320.1765,-9.6129,6,0.47,16.42,0.00,2433,2532,2594,2161,2173,UGC01500,915,0,1,34.20,32.67,0.20,4,144.7925,-40.8348,319.5709,-9.7366,2,15.95,0.00,2432,2530,2592,2160,2172,45,"7663   UGC01500"
7670,201926,48.53,33.43,0.20,,,,,,,H,,020114.6,-342147.3,242.9905,-73.3802,265.2256,-22.2881,3,0.06,15.14,12.26,4807,4735,4737,4608,4664,ESO354-030,0,4061,1,48.53,33.43,0.20,3,242.9698,-73.5075,265.2714,-22.1680,3,0.00,9.33,4850,4778,4780,4650,4707,199,
7671,0,5.15,28.56,0.09,,T,,,,,H,,020117.0,+285014.1,140.9043,-31.5853,328.8060,-6.3067,8,0.26,12.22,11.20,197,321,389,-62,-62,NGC000784,332,0,1,5.15,28.56,0.09,2,144.8571,-19.2127,341.5658,-9.1806,9,11.96,11.18,220,341,409,21,21,28,"7671  NGC000784"
7727,200327,71.12,34.26,0.20,,,,,,,H,,020159.7,-583415.1,286.4141,-56.2369,239.0518,-22.0644,3,0.11,14.20,10.98,6383,6245,6217,6280,6384,ESO114-021,0,3926,1,71.12,34.26,0.20,6,286.2686,-56.5375,239.3844,-22.0204,3,0.00,8.63,6297,6159,6132,6192,6293,254,
7742,210546,69.82,34.22,0.20,,,,,,,H,,020212.0,-283926.6,222.6380,-74.3044,271.3788,-21.9589,5,0.07,14.03,10.75,4994,4939,4949,4778,4838,AGC021561,0,0,1,69.82,34.22,0.20,1,222.6380,-74.3044,271.3788,-21.9589,5,14.03,10.75,4994,4939,4949,4778,4838,0,
7775,0,173.78,36.20,0.20,,,,,,,H,,020235.9,+222251.9,143.8187,-37.5875,322.8558,-8.9519,4,0.49,15.87,0.00,12526,12632,12696,12258,12652,AGC110754,0,0,1,173.78,36.20,0.20,1,143.8187,-37.5875,322.8558,-8.9519,4,15.87,0.00,12526,12632,12696,12258,12652,0,
7800,0,106.66,35.14,0.20,,,,,,,H,,020254.9,+073125.9,152.0215,-51.2656,308.6160,-14.0739,4,0.41,15.47,0.00,7593,7655,7707,7319,7460,UGC01536,0,0,1,106.66,35.14,0.20,1,152.0215,-51.2656,308.6160,-14.0739,4,15.47,0.00,7593,7655,7707,7319,7460,0,
7812,202609,100.93,35.02,0.20,,,,,,,H,,020305.2,+023651.1,155.8815,-55.6056,303.7916,-15.6103,3,0.15,15.09,10.52,6405,6451,6498,6133,6232,UGC01542,0,0,1,100.93,35.02,0.20,1,155.8815,-55.6056,303.7916,-15.6103,3,15.09,10.52,6405,6451,6498,6133,6232,0,
7819,0,31.33,32.48,0.20,,,,,,,H,,020320.9,+234538.8,143.4316,-36.2319,324.2198,-8.6110,10,0.39,16.41,0.00,2835,2944,3009,2570,2588,UGC01538,0,0,1,31.33,32.48,0.20,1,143.4316,-36.2319,324.2198,-8.6110,10,16.41,0.00,2835,2944,3009,2570,2588,0,
7833,202717,116.95,35.34,0.20,,,,,,,H,,020336.4,+482719.0,135.0872,-12.7058,347.1201,0.8256,6,0.93,0.00,10.90,7418,7582,7656,7205,7342,UGC001537,0,0,1,116.95,35.34,0.20,1,135.0872,-12.7058,347.1201,0.8256,6,0.00,10.90,7418,7582,7656,7205,7342,0,
7839,0,63.97,34.03,0.20,,,,,,,H,,020335.5,+044708.5,154.2925,-53.6346,305.9793,-15.0810,7,0.20,15.76,0.00,4754,4807,4856,4481,4534,UGC01553,0,0,1,63.97,34.03,0.20,1,154.2925,-53.6346,305.9793,-15.0810,7,15.76,0.00,4754,4807,4856,4481,4534,0,
7842,209626,109.14,35.19,0.20,,,,,,,H,,020337.0,+154448.2,147.2802,-43.6867,316.6343,-11.5213,3,0.23,15.90,11.65,7975,8061,8120,7703,7860,AGC120006,0,0,1,109.14,35.19,0.20,1,147.2802,-43.6867,316.6343,-11.5213,3,15.90,11.65,7975,8061,8120,7703,7860,0,
7843,200374,75.86,34.40,0.20,,,,,,,H,,020341.0,+261636.1,142.4858,-33.8367,326.6110,-7.7536,5,0.38,15.06,11.59,5015,5130,5197,4753,4813,PGC007843,0,0,1,75.86,34.40,0.20,1,142.4858,-33.8367,326.6110,-7.7536,5,15.06,11.59,5015,5130,5197,4753,4813,0,
7847,202291,52.24,33.59,0.20,,,,,,,H,,020345.0,+381532.0,138.2190,-22.4566,337.7442,-3.1907,5,0.21,13.95,9.62,5772,5916,5988,5532,5613,UGC01550,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
7849,212029,21.78,31.69,0.20,,,,,,,H,,020344.7,+160151.2,147.1702,-43.4117,316.9178,-11.4521,5,0.23,13.03,9.98,2099,2186,2245,1827,1836,UGC01554,925,0,1,21.78,31.69,0.20,1,147.1702,-43.4117,316.9178,-11.4521,5,12.80,9.96,2099,2186,2245,1827,1836,0,"7849   UGC01554"
7854,202730,98.17,34.96,0.20,,,,,,,H,,020349.4,-522651.8,279.7180,-61.2951,245.6303,-22.8405,5,0.07,15.30,0.00,6312,6187,6166,6183,6284,ESO153-012,0,0,1,98.17,34.96,0.20,1,279.7180,-61.2951,245.6303,-22.8405,5,15.30,0.00,6312,6187,6166,6183,6284,0,
7865,209868,69.82,34.22,0.20,,,,,,,H,,020356.8,-231844.4,203.8301,-73.1799,277.1431,-21.6568,3,0.08,14.17,10.20,4966,4926,4943,4736,4795,NGC0808,0,0,1,69.82,34.22,0.20,1,203.8301,-73.1799,277.1431,-21.6568,3,14.17,10.20,4966,4926,4943,4736,4795,0,
7875,202609,60.26,33.90,0.20,,,,,,,H,,020404.9,+024712.5,156.1164,-55.3340,304.0391,-15.7969,4,0.14,14.47,10.97,6317,6363,6410,6046,6143,IC0197,0,0,1,60.26,33.90,0.20,1,156.1164,-55.3340,304.0391,-15.7969,4,14.47,10.97,6317,6363,6410,6046,6143,0,
7889,210341,75.16,34.38,0.09,,,,,,N,,,020419.0,-084407.0,169.4638,-64.7980,292.4186,-18.9331,-2,0.10,14.60,10.66,5370,5378,5413,5111,5180,NGC0809,0,0,1,75.16,34.38,0.09,1,169.4638,-64.7980,292.4186,-18.9331,-2,14.60,10.66,5370,5378,5413,5111,5180,0,
7933,202836,172.19,36.18,0.20,,,,,,,H,,020455.5,+430918.1,136.8995,-17.7147,342.3387,-1.4738,6,0.34,15.86,10.94,9015,9168,9242,8788,8992,UGC001567,0,0,1,172.19,36.18,0.20,1,136.8995,-17.7147,342.3387,-1.4738,6,15.86,10.94,9015,9168,9242,8788,8992,0,
7951,207194,95.94,34.91,0.20,,,,,,,H,,020514.0,+095531.1,151.2092,-48.8525,311.1492,-13.8470,4,0.32,14.94,10.39,7788,7856,7909,7516,7665,UGC01580,0,0,1,95.94,34.91,0.20,1,151.2092,-48.8525,311.1492,-13.8470,4,14.94,10.39,7788,7856,7909,7516,7665,0,
7953,0,89.13,34.75,0.20,,,,,,,H,,020515.3,+373801.6,138.7307,-22.9628,337.2839,-3.7084,6,0.22,16.25,0.00,5181,5323,5395,4941,5006,UGC01574,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
