RA,DEC,GLON,GLAT,Z,DIST,MAG,NEU,BAR
280.677833299999975,40.367166699999999,69.423666627197036,18.732273103177519,0.017999999225140,76.776081665117985,7.940000057220459,0.000939935423260,0.000041986915357
281.828402200000028,45.550634700000003,74.893835437898559,19.677650020235742,0.008000000379980,34.200219340038267,8.079999923706055,0.000826224503014,0.000036981808755
308.778826799999990,64.802794399999996,99.656476140653737,14.298697600012140,0.008999999612570,38.466539249662269,8.310000419616699,0.000668494551854,0.000029968610760
317.404166400000008,66.169915900000007,103.017158063297998,12.310638466746617,0.009999999776483,42.730924860846841,8.510000228881836,0.000556029647092,0.000024910128190
333.131555600000013,38.682694400000003,91.921293469889463,-14.437553728350958,0.020999999716878,89.510894667755366,8.789999961853027,0.000429633418710,0.000019196021148
295.920138899999984,56.109694400000002,88.630936875977270,15.448300011274725,0.012000000104308,51.253876484586819,9.069999694824219,0.000331969482991,0.000014868913143
282.253555600000027,47.658000000000001,77.114826090727902,20.082575195882644,0.016000000759959,68.276468203529504,9.119999885559082,0.000317028339349,0.000014196529036
295.670916700000021,71.408000000000001,103.387744043608123,21.670431689535441,0.037000000476837,157.132421171638612,9.270000457763672,0.000276119995036,0.000012301145779
319.637833300000011,26.447194400000001,74.715072960454748,-15.902788333686122,0.016000000759959,68.276468203529504,9.319999694824219,0.000263692733407,0.000011808160602
290.379611099999977,61.146027799999999,92.310773799206231,20.069838094354356,0.007000000216067,29.931958387863052,9.340000152587891,0.000258879689464,0.000011600398885
338.992472200000009,33.966000000000001,93.261215814936449,-20.985665765307605,0.018999999389052,81.022969685415376,9.500000000000000,0.000223407649857,0.000009999726408
334.316027799999972,33.503805600000000,89.554300478156293,-19.192061916291738,0.021999999880791,93.751929360380984,9.500000000000000,0.000223407649857,0.000009993024178
300.176944400000025,66.227527800000004,99.050593296451126,18.089651128362288,0.008999999612570,38.466539249662269,9.600000381469727,0.000203750126678,0.000009134118179
292.179199999999980,56.687309999999997,88.287295623186523,17.571939736662351,0.024000000208616,102.228137519190923,9.640000343322754,0.000196380292559,0.000008738923019
340.448993099999996,36.106235099999999,95.533757174140277,-19.775440347863018,0.024000000208616,102.228137519190923,9.670000076293945,0.000191028431373,0.000008500765196
339.014192999999977,33.948230700000003,93.267458946809498,-21.010290313762248,0.003000000026077,12.839570126746775,9.729999542236328,0.000180758289555,0.000008108816869
304.908500000000004,66.727972199999996,100.457606040920069,16.671390821159001,0.008999999612570,38.466539249662269,9.880000114440918,0.000157433805814,0.000007057757515
341.266399700000022,33.996136000000000,95.012195476013318,-21.934759149814553,0.023000000044703,97.991010684186080,9.899999618530273,0.000154560385616,0.000006898030010
339.657727899999998,34.071492900000003,93.823059293020535,-21.186565682217214,0.025000000372529,106.463308751305021,10.060000419616699,0.000133382198708,0.000005940843130
296.522563800000000,64.147231399999995,96.378842668838445,18.582912814540823,0.018999999389052,81.022969685415376,10.109999656677246,0.000127379100381,0.000005701488533
324.922088700000018,24.405010699999998,76.624968454376031,-20.766469577122997,0.037000000476837,157.132421171638612,10.119999885559082,0.000126211255163,0.000005622711418
311.536000000000001,69.288669999999996,104.101417579857809,15.990428889437897,0.017000000923872,72.527252730724641,10.149999618530273,0.000122771678264,0.000005495260319
319.909580500000004,21.971990000000002,71.386347712470283,-19.067004224244432,0.017000000923872,72.527252730724641,10.279999732971191,0.000108917621000,0.000004875152716
336.011777800000004,33.436777800000002,90.738982338416136,-20.064026327884633,0.021999999880791,93.751929360380984,10.279999732971191,0.000108917621000,0.000004871885187
285.200694399999975,50.881027799999998,81.017306591329273,19.319211254382630,0.027000000700355,114.927779979936901,10.289999961853027,0.000107919035498,0.000004809951412
333.764079999999979,51.483600699999997,99.742735625860533,-4.207046845210328,1.500000000000000,4363.855766233602480,10.489999771118164,0.000089763159709,0.000004668581936
303.328611099999989,66.293138900000002,99.735610224301482,17.000048384265895,0.012000000104308,51.253876484586819,10.329999923706055,0.000104015502269,0.000004658854347
334.331250000000011,35.571361099999997,90.837764577136284,-17.521376470244700,0.020999999716878,89.510894667755366,10.479999542236328,0.000090593747097,0.000004047728620
342.266654700000004,40.001193499999999,98.861887497144068,-17.082816349872452,0.021999999880791,93.751929360380984,10.500000000000000,0.000088940187365,0.000003978294581
325.496642099999974,25.308212000000001,77.699500180656358,-20.490345375808015,0.059999998658895,253.454018254559770,10.689999580383301,0.000074661757341,0.000003359779080
337.320399300000020,37.751925999999997,94.197861123927566,-17.063390663931411,0.028999999165535,123.384407702885724,10.710000038146973,0.000073298995788,0.000003269135212
339.622559700000011,35.329677900000000,94.497237827147245,-20.097597276447811,0.028000000864267,119.157077777707130,10.760000228881836,0.000069999985243,0.000003121299342
335.557430500000009,36.387010099999998,92.180307812923147,-17.422031288462183,0.014000000432134,59.769060734769575,10.770000457763672,0.000069358206900,0.000003101005430
331.149959899999999,42.327637000000003,92.901511044407826,-10.611594019979680,0.014000000432134,59.769060734769575,10.800000190734863,0.000067468019801,0.000003016495165
349.946805600000005,42.852361100000003,105.575377237730024,-16.909373921174403,0.017000000923872,72.527252730724641,10.869999885559082,0.000063255469828,0.000002831314829
291.564399999999978,51.114770000000000,82.800845815625763,15.687061599650658,0.027000000700355,114.927779979936901,10.899999618530273,0.000061531597797,0.000002742463314
335.755720399999973,30.924751199999999,89.005027035494962,-21.997474827030853,0.023000000044703,97.991010684186080,10.930000305175781,0.000059854653078,0.000002671313167
288.431083300000012,45.819083300000003,76.900616924355390,15.473046559530811,0.041999999433756,178.160945754122082,11.010000228881836,0.000055602964709,0.000002491568849
